Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
47,"Austin, Mark",6,4,4,10,,,,2.0,2.0,1.0,1.0,5.0,,2.0,,3.0,7.0,,,6.0,,,98.0
4,"Bontempelli, Marcus",8,1,3,11,1,1.0,1.0,,,5.0,,2.0,,,,3.0,7.0,,,1.0,,,75.0
5,"Boyd, Matthew",11,6,17,28,1,1.0,1.0,4.0,,3.0,4.0,1.0,1.0,,,10.0,19.0,,,1.0,,,92.0
45 ↓,"Campbell, Tom",1,1,1,2,,,4.0,3.0,,,,1.0,,1.0,,1.0,1.0,,,2.0,,,27.0
17,"Cooney, Adam",9,8,12,21,1,,,1.0,,1.0,3.0,2.0,,,,6.0,15.0,1.0,,,,,83.0
49,"Cordy, Ayce",4,1,6,10,,,14.0,3.0,,,2.0,2.0,1.0,2.0,,6.0,4.0,,,4.0,,,89.0
8,"Crameri, Stewart",1,1,11,12,,,,1.0,,2.0,,2.0,,,,8.0,5.0,,,2.0,,1.0,87.0
6,"Dahlhaus, Luke",13,7,8,21,,1.0,,5.0,1.0,3.0,1.0,3.0,,,,6.0,15.0,,,,,1.0,79.0
13 ↑,"Giansiracusa, Daniel",9,4,2,11,,1.0,,,2.0,3.0,,1.0,3.0,,,3.0,8.0,,,,,,52.0
16,"Griffen, Ryan",9,4,7,16,1,,,8.0,1.0,2.0,4.0,1.0,2.0,1.0,,6.0,12.0,1.0,1.0,2.0,6.0,,88.0
7,"Higgins, Shaun",11,4,6,17,,1.0,,2.0,,4.0,,2.0,,,,2.0,15.0,,,2.0,1.0,1.0,82.0
24,"Hrovat, Nathan",14,6,16,30,1,,,3.0,1.0,4.0,4.0,,1.0,,,12.0,18.0,,,,,1.0,84.0
39,"Johannisen, Jason",12,6,6,18,1,1.0,,,2.0,3.0,1.0,1.0,,,,3.0,17.0,,,3.0,1.0,,78.0
46,"Jong, Lin",3,1,8,11,,,,3.0,1.0,,1.0,1.0,,,,5.0,6.0,,,1.0,,,87.0
21,"Liberatore, Tom",14,1,12,26,1,,,5.0,2.0,2.0,7.0,2.0,2.0,1.0,,13.0,13.0,,,,1.0,1.0,83.0
11,"Macrae, Jack",15,10,15,30,,1.0,,2.0,,2.0,1.0,2.0,2.0,,,10.0,22.0,,,,1.0,1.0,85.0
38,"Morris, Dale",11,7,5,16,,,,2.0,3.0,,,,4.0,,,9.0,8.0,2.0,,6.0,,,99.0
2,"Murphy, Robert",16,8,10,26,,,,3.0,5.0,3.0,1.0,2.0,1.0,,,7.0,18.0,1.0,,5.0,,1.0,91.0
42,"Picken, Liam",15,10,10,25,,,,6.0,5.0,3.0,1.0,2.0,,,,5.0,20.0,,,,1.0,,89.0
23,"Roughead, Jordan",7,6,4,11,,,3.0,3.0,3.0,2.0,,6.0,,5.0,,3.0,8.0,1.0,,5.0,,,84.0
25,"Stevens, Koby",10,4,8,18,,,,2.0,1.0,1.0,1.0,,,,,6.0,12.0,1.0,,,,,80.0
9,"Stringer, Jake",8,6,5,13,2,2.0,,2.0,,2.0,,3.0,,1.0,,5.0,8.0,1.0,4.0,1.0,1.0,1.0,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,106,176,383,9,13.0,23.0,60.0,29.0,46.0,32.0,41.0,17.0,13.0,,132.0,258.0,8.0,5.0,41.0,12.0,8.0,
Opposition,Opposition,206,94,185,391,20,10.0,54.0,75.0,35.0,55.0,46.0,45.0,15.0,17.0,6.0,128.0,259.0,10.0,15.0,54.0,9.0,14.0,
