Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Aleer, Leek",22y 320d,12 (5-0-7 41.67%),,←,
14,"Bedford, Toby",24y 40d,53 (34-0-19 64.15%),29 (0.55),35 (22-0-13 62.86%),20 (0.57)
32,"Briggs, Kieren",24y 274d,42 (25-0-17 59.52%),7 (0.17),←,
44,"Buckley, Jack",26y 202d,57 (30-1-26 53.51%),1 (0.02),←,
5,"Cadman, Aaron",20y 125d,26 (16-0-10 61.54%),23 (0.88),←,
17,"Callaghan, Finn",21y 71d,41 (21-0-20 51.22%),6 (0.15),←,
3,"Coniglio, Stephen",30y 204d,212 (99-1-112 46.93%),120 (0.57),←,
13,"Cumming, Isaac",25y 330d,77 (36-1-40 47.40%),10 (0.13),←,
16,"Daniels, Brent",25y 119d,98 (54-0-44 55.10%),62 (0.63),←,
37,"Fonti, Joe",19y 195d,1 (1-0-0 100.00%),,←,
12,"Green, Tom",23y 165d,83 (39-1-43 47.59%),32 (0.39),←,
4,"Greene, Toby",30y 285d,230 (109-2-119 47.83%),355 (1.54),←,
27,"Himmelberg, Harry",28y 59d,168 (91-2-75 54.76%),161 (0.96),←,
23,"Hogan, Jesse",29y 145d,156 (73-0-83 46.79%),315 (2.02),66 (32-0-34 48.48%),145 (2.20)
39,"Idun, Connor",23y 343d,84 (42-1-41 50.60%),,←,
2,"Jones, Darcy",20y 94d,5 (2-0-3 40.00%),5 (1.00),←,
31,"McMullin, Toby",19y 335d,10 (6-0-4 60.00%),2 (0.20),←,
20,"Peatling, James",23y 320d,36 (16-0-20 44.44%),13 (0.36),←,
36,"Perryman, Harry",25y 200d,120 (62-1-57 52.08%),27 (0.22),←,
26,"Riccardi, Jake",24y 242d,66 (33-0-33 50.00%),85 (1.29),←,
28,"Thomas, Harvey",18y 333d,16 (9-0-7 56.25%),7 (0.44),←,
8,"Ward, Callan",34y 87d,306 (136-4-166 45.10%),150 (0.49),246 (104-4-138 43.09%),117 (0.48)
6,"Whitfield, Lachie",29y 354d,225 (111-4-110 50.22%),71 (0.32),←,
Totals,Totals,24y 353d,2124 (1050-18-1056 49.44%),1481 (0.70),,
C,"Kingsley, Adam",48y 321d,42 (24-0-18 57.14%),,←,
