Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 126d,216 (133-0-83 61.57%),119 (0.55),←,
22,"Burton, Matthew",32y 70d,131 (53-0-78 40.46%),60 (0.46),61 (31-0-30 50.82%),28 (0.46)
23,"Clayton, Shane",23y 277d,102 (53-0-49 51.96%),51 (0.50),84 (51-0-33 60.71%),50 (0.60)
45,"Cochrane, Stuart",24y 8d,44 (20-0-24 45.45%),10 (0.23),←,
2,"Colbert, Leigh",27y 51d,150 (86-1-63 57.67%),63 (0.42),45 (24-0-21 53.33%),13 (0.29)
39,"Harding, Leigh",21y 93d,18 (9-0-9 50.00%),21 (1.17),←,
34,"King, David",30y 143d,193 (123-0-70 63.73%),103 (0.53),←,
35,"Makepeace, Troy",23y 144d,56 (29-0-27 51.79%),12 (0.21),←,
4,"Martyn, Mick",33y 331d,281 (167-1-113 59.61%),16 (0.06),←,
32,"Morrell, Digby",22y 291d,20 (10-0-10 50.00%),19 (0.95),←,
19,"Motlop, Daniel",20y 134d,5 (0-0-5 0.00%),1 (0.20),←,
20,"Petrie, Drew",19y 286d,14 (6-0-8 42.86%),7 (0.50),←,
28,"Pickett, Byron",24y 351d,115 (71-0-44 61.74%),71 (0.62),←,
17,"Porter, Mark",25y 290d,70 (36-0-34 51.43%),16 (0.23),15 (8-0-7 53.33%),3 (0.20)
3,"Rawlings, Brady",21y 48d,44 (28-0-16 63.64%),18 (0.41),←,
30,"Robbins, Ben",25y 213d,69 (34-2-33 50.72%),16 (0.23),17 (9-0-8 52.94%),2 (0.12)
26,"Rocca, Saverio",28y 250d,194 (87-2-105 45.36%),602 (3.10),38 (17-0-21 44.74%),88 (2.32)
7,"Simpson, Adam",26y 162d,153 (99-0-54 64.71%),48 (0.31),←,
9,"Sinclair, Jess",23y 336d,77 (25-0-52 32.47%),39 (0.51),27 (12-0-15 44.44%),13 (0.48)
10,"Stevens, Anthony",31y 26d,250 (153-0-97 61.20%),112 (0.45),←,
40,"Teague, David",21y 84d,20 (10-0-10 50.00%),4 (0.20),←,
36,"Watt, Shannon",21y 244d,25 (13-0-12 52.00%),4 (0.16),←,
Totals,Totals,25y 147d,2247 (1245-6-996 55.41%),1412 (0.63),,
C,"Pagan, Denis",54y 307d,234 (147-0-87 62.82%),,←,
