Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",31y 168d,173 (113-3-57 66.18%),187 (1.08),←,
36,"Bannister, Jordan",20y 176d,13 (8-1-4 65.38%),,←,
16,"Barnard, Paul",30y 71d,143 (97-1-45 68.18%),76 (0.53),132 (94-1-37 71.59%),72 (0.55)
23,"Bolton, Mark",24y 22d,40 (25-1-14 63.75%),15 (0.38),←,
13,"Cupido, Damian",21y 45d,18 (10-0-8 55.56%),27 (1.50),5 (3-0-2 60.00%),11 (2.20)
38,"Harvey, Shane",20y 112d,9 (6-0-3 66.67%),9 (1.00),←,
19,"Hille, David",21y 327d,30 (19-0-11 63.33%),17 (0.57),←,
5,"Hird, James",30y 80d,173 (110-5-58 65.03%),268 (1.55),←,
21,"Jacobs, Danny",22y 304d,62 (43-1-18 70.16%),19 (0.31),←,
14,"Johnson, Jason",25y 90d,93 (68-1-24 73.66%),53 (0.57),←,
1,"Johnson, Mark",24y 337d,91 (70-1-20 77.47%),24 (0.26),←,
18,"Lloyd, Matthew",25y 9d,148 (96-2-50 65.54%),526 (3.55),←,
25,"Lucas, Scott",25y 116d,141 (92-1-48 65.60%),213 (1.51),←,
33,"McPhee, Adam",20y 201d,30 (9-0-21 30.00%),9 (0.30),5 (3-0-2 60.00%),
10,"McVeigh, Mark",22y 89d,62 (41-1-20 66.94%),29 (0.47),←,
24,"Misiti, Joe",28y 167d,200 (128-4-68 65.00%),83 (0.41),←,
11,"Peverill, Damien",23y 287d,35 (22-1-12 64.29%),10 (0.29),←,
29,"Reynolds, Joel",18y 324d,14 (6-1-7 46.43%),5 (0.36),←,
20,"Richards, Ted",20y 104d,4 (4-0-0 100.00%),1 (0.25),←,
43,"Rioli, Dean",24y 340d,59 (43-1-15 73.73%),77 (1.31),←,
7,"Solomon, Dean",23y 106d,80 (60-0-20 75.00%),27 (0.34),←,
12,"Welsh, Andrew",20y 73d,19 (10-1-8 55.26%),2 (0.11),←,
Totals,Totals,23y 327d,1637 (1080-26-531 65.97%),1677 (1.02),,
C,"Sheedy, Kevin",55y 122d,526 (341-6-179 65.40%),,←,
