Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9 ↑,"Angwin, Ryan",2,,2,4,,,,,,,,,,,,,4.0,,,,,,11.0
7,"Ash, Lachie",17,3,3,20,,,,3.0,9.0,,1.0,2.0,,,,4.0,11.0,,,2.0,2.0,,74.0
14,"Bedford, Toby",2,1,7,9,,,,7.0,,1.0,2.0,3.0,,2.0,,4.0,6.0,,,1.0,,,83.0
32,"Briggs, Kieren",4,1,4,8,,,20.0,6.0,5.0,,4.0,3.0,1.0,3.0,,7.0,2.0,,,10.0,,,75.0
46,"Brown, Callum",9,5,3,12,1,1.0,,,,4.0,,2.0,,1.0,,4.0,7.0,2.0,,1.0,1.0,1.0,76.0
44,"Buckley, Jack",5,,7,12,,,,7.0,3.0,,1.0,,1.0,,,8.0,3.0,,,9.0,,,94.0
17,"Callaghan, Finn",13,4,10,23,,1.0,,4.0,3.0,5.0,2.0,3.0,,2.0,,7.0,17.0,,,1.0,,,78.0
3,"Coniglio, Stephen",21,6,9,30,,,,3.0,3.0,4.0,3.0,5.0,,2.0,,7.0,22.0,,,1.0,,,82.0
13,"Cumming, Isaac",10,5,4,14,1,,,3.0,,2.0,1.0,2.0,1.0,1.0,,5.0,8.0,,1.0,1.0,,,86.0
4,"Greene, Toby",16,4,4,20,2,1.0,,3.0,,7.0,1.0,7.0,,2.0,,9.0,9.0,,1.0,1.0,,,91.0
12,"Green, Tom",10,3,28,38,,,,4.0,2.0,2.0,3.0,5.0,,1.0,,16.0,22.0,,,3.0,,1.0,83.0
19,"Haynes, Nick",16,8,5,21,,,,2.0,7.0,1.0,,1.0,,,,5.0,16.0,,,6.0,2.0,,81.0
27,"Himmelberg, Harry",20,5,8,28,,,,2.0,11.0,2.0,2.0,8.0,1.0,2.0,,7.0,14.0,,,6.0,1.0,,86.0
23,"Hogan, Jesse",4,2,3,7,,,,3.0,2.0,1.0,1.0,2.0,1.0,,,5.0,2.0,1.0,,3.0,,,86.0
39,"Idun, Connor",6,3,7,13,,,,3.0,6.0,,,2.0,1.0,,,7.0,7.0,,,11.0,,,88.0
25,"Keeffe, Lachlan",1,,1,2,,,4.0,2.0,,,,1.0,,,,1.0,1.0,,,3.0,,,64.0
22,"Kelly, Josh",12,3,14,26,2,,,4.0,1.0,6.0,4.0,8.0,1.0,2.0,1.0,12.0,15.0,,,2.0,,,84.0
38 ↓,"Lloyd, Daniel",6,2,4,10,,,,1.0,1.0,2.0,,4.0,,1.0,,5.0,7.0,,,1.0,,,72.0
33,"OHalloran, Xavier",8,2,8,16,1,,,3.0,,3.0,,2.0,2.0,,,9.0,8.0,,,5.0,,,80.0
36,"Perryman, Harry",15,2,4,19,,,,2.0,5.0,,,6.0,1.0,1.0,,5.0,13.0,,,3.0,,,82.0
26,"Riccardi, Jake",6,2,2,8,,1.0,,2.0,,3.0,,5.0,,1.0,,1.0,7.0,,1.0,4.0,,,75.0
15,"Taylor, Sam",4,1,9,13,,,,8.0,6.0,,,5.0,,2.0,,9.0,5.0,1.0,,19.0,,,96.0
8,"Ward, Callan",13,3,6,19,,,,,3.0,3.0,3.0,9.0,,2.0,,6.0,14.0,,,1.0,,1.0,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,65,152,372,7,5.0,24.0,72.0,67.0,46.0,28.0,85.0,10.0,25.0,1.0,143.0,220.0,4.0,3.0,94.0,6.0,3.0,
Opposition,Opposition,258,68,181,439,5,15.0,34.0,57.0,37.0,73.0,48.0,74.0,25.0,10.0,5.0,187.0,241.0,6.0,5.0,52.0,1.0,3.0,
