Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",15,3,15,30,1,,2.0,1.0,,,,,1.0,,,,,,,,,,
35,"Baxter, Darren",23,4,10,33,2,1.0,,1.0,,,,,,2.0,,,,,,,,,
18,"Cameron, Leon",18,8,10,28,2,,,1.0,,,,,1.0,1.0,2.0,,,,,,,,
1,"Charles, Justin",2,1,3,5,,,,1.0,,,,,,3.0,,,,,,,,,
20,"Coleman, Glenn",12,12,12,24,,1.0,,,,,,,2.0,3.0,,,,,,,,,
22,"Cullen, Mark",11,2,7,18,2,,,1.0,,,,,1.0,3.0,,,,,,,,,
26,"Del-Re, Danny",9,4,3,12,2,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,
12,"Eppelstun, Greg",7,4,5,12,,,,,,,,,1.0,3.0,,,,,,,,,
45,"Ford, Michael",6,3,8,14,,,,,,,,,,1.0,,,,,,,,,
32,"Foster, Peter",9,4,2,11,,,,,,,,,1.0,3.0,,,,,,,,,
9,"Georgiades, John",6,3,4,10,1,2.0,,,,,,,1.0,1.0,,,,,,,,,
19,"Gow, Paul",2,1,4,6,,,,,,,,,,2.0,,,,,,,,,
7,"Hawkins, Doug",16,7,10,26,4,1.0,,,,,,,1.0,1.0,3.0,,,,,,,,
10,"Hunter, Mark",13,1,7,20,,,,2.0,,,,,2.0,1.0,,,,,,,,,
4,"Kellett, Nigel",18,6,5,23,2,,,2.0,,,,,4.0,2.0,,,,,,,,,
31,"Krakouer, Phil",5,5,7,12,1,,,1.0,,,,,,,,,,,,,,,
39,"Liberatore, Tony",12,,17,29,2,1.0,,2.0,,,,,3.0,1.0,,,,,,,,,
33,"Royal, Brian",13,2,6,19,1,3.0,,3.0,,,,,,1.0,,,,,,,,,
24,"Wallis, Stephen",12,13,19,31,,,,2.0,,,,,3.0,2.0,,,,,,,,,
15,"Wynd, Scott",4,5,14,18,,,12.0,3.0,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,88,168,381,20,13.0,15.0,20.0,,,,,25.0,33.0,5.0,,,,,,,,
Opposition,Opposition,215,70,117,332,14,17.0,13.0,13.0,,,,,33.0,25.0,1.0,,,,,,,,
