Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Chapman, Paul",9,2,7,16,1,,,2.0,,2.0,1.0,2.0,1.0,1.0,,8.0,6.0,1.0,1.0,,,1.0,84.0
28,"Christensen, Allen",9,2,6,15,,,,2.0,2.0,4.0,4.0,3.0,,,,4.0,10.0,,,1.0,,,84.0
11,"Corey, Joel",10,3,11,21,,,1.0,3.0,1.0,4.0,,9.0,,3.0,,9.0,11.0,,,2.0,,,89.0
22,"Duncan, Mitch",11,4,4,15,,1.0,,6.0,3.0,5.0,2.0,,,,,3.0,11.0,,,3.0,,,90.0
44,"Enright, Corey",14,7,11,25,,1.0,,2.0,6.0,3.0,,3.0,2.0,,,9.0,16.0,,1.0,6.0,,1.0,89.0
29,"Guthrie, Cameron",8,4,8,16,,,,3.0,1.0,2.0,1.0,3.0,2.0,1.0,,5.0,10.0,,,,,2.0,76.0
26,"Hawkins, Tom",9,8,1,10,1,4.0,,2.0,,3.0,,1.0,1.0,,,6.0,4.0,4.0,5.0,2.0,,,95.0
8,"Hunt, Josh",6,3,6,12,,,,1.0,1.0,,,,,,,4.0,6.0,,,5.0,,,75.0
19,"Hunt, Taylor",5,2,8,13,,,,4.0,2.0,2.0,1.0,2.0,,,,4.0,8.0,,,1.0,,,80.0
20,"Johnson, Steve",20,6,16,36,,1.0,1.0,6.0,3.0,5.0,5.0,4.0,1.0,,,14.0,22.0,,1.0,1.0,1.0,2.0,87.0
9,"Kelly, James",18,4,20,38,,,,6.0,3.0,3.0,9.0,3.0,,,,21.0,20.0,,,2.0,,,80.0
13,"Lonergan, Tom",5,2,3,8,,,,4.0,3.0,,,3.0,1.0,,,8.0,,2.0,,9.0,,,90.0
4,"Mackie, Andrew",10,4,5,15,,,,2.0,,7.0,,4.0,,,,2.0,13.0,,,1.0,,1.0,90.0
32,"Motlop, Steven",12,3,3,15,2,,,1.0,2.0,1.0,,,,,,5.0,10.0,,1.0,1.0,,,81.0
30,"Scarlett, Matthew",10,2,6,16,,,,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,9.0,7.0,,,2.0,,,96.0
14,"Selwood, Joel",11,3,12,23,2,1.0,,6.0,3.0,3.0,5.0,5.0,3.0,3.0,,12.0,14.0,,2.0,1.0,,,90.0
38 ↑,"Sheringham, Jackson",3,,3,6,1,,,,1.0,1.0,,1.0,,1.0,,3.0,4.0,,,1.0,,,17.0
2,"Smedts, Billie",4,3,3,7,,1.0,,,,2.0,,1.0,,1.0,,2.0,5.0,1.0,1.0,3.0,1.0,1.0,82.0
27 ↓,"Stokes, Mathew",8,5,5,13,1,,,4.0,,6.0,,4.0,2.0,1.0,,5.0,7.0,,1.0,,,,65.0
7,"Taylor, Harry",6,1,1,7,,1.0,,,3.0,,,2.0,,1.0,,4.0,4.0,1.0,,8.0,,,87.0
42,"Walker, Josh",5,4,4,9,,3.0,2.0,4.0,1.0,,1.0,2.0,2.0,1.0,,6.0,3.0,1.0,2.0,1.0,,,91.0
12,"West, Trent",6,3,5,11,2,1.0,26.0,2.0,,1.0,1.0,3.0,,2.0,,6.0,5.0,,3.0,6.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,75,148,347,10,19.0,30.0,64.0,36.0,56.0,31.0,57.0,16.0,16.0,,149.0,196.0,10.0,18.0,56.0,2.0,8.0,
Opposition,Opposition,235,95,147,382,17,8.0,33.0,61.0,45.0,57.0,31.0,43.0,16.0,16.0,6.0,141.0,227.0,9.0,13.0,50.0,13.0,12.0,
