West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Braun, Michael",11,3,18,29,,,,7.0,1.0,5.0,5.0,2.0,4.0,,,13.0,16.0,,,3.0,,,91.0
17,"Chick, Daniel",3,1,5,8,,,,5.0,4.0,,,,1.0,,,2.0,4.0,,,10.0,,,77.0
20,"Cox, Dean",17,9,10,27,1,,29.0,1.0,1.0,1.0,3.0,2.0,2.0,,,8.0,18.0,1.0,1.0,5.0,,1.0,84.0
32,"Embley, Andrew",17,4,10,27,1,1.0,,2.0,3.0,3.0,,3.0,,,,4.0,22.0,,,4.0,5.0,,85.0
7,"Fletcher, Chad",8,2,13,21,1,,,1.0,1.0,1.0,5.0,2.0,1.0,1.0,,7.0,14.0,,,1.0,2.0,,51.0
23,"Glass, Darren",6,3,11,17,,1.0,,1.0,3.0,,1.0,,3.0,,,14.0,3.0,1.0,,10.0,,,94.0
29,"Hansen, Ashley",1,1,2,3,,1.0,,,,,,,,,,,2.0,,,,,,12.0
39,"Hunter, Adam",11,3,12,23,,,1.0,2.0,6.0,3.0,1.0,9.0,1.0,3.0,,10.0,13.0,,,7.0,,,90.0
25,"Hurn, Shannon",7,2,6,13,,,,3.0,6.0,2.0,1.0,1.0,,,,4.0,8.0,,,6.0,,,88.0
38,"Jones, Brett",14,8,11,25,,,,3.0,4.0,2.0,,5.0,,3.0,,2.0,24.0,1.0,,4.0,1.0,,88.0
18,"Jones, Rowan",10,4,10,20,,,,2.0,,2.0,,3.0,3.0,,,8.0,10.0,,,4.0,,1.0,94.0
2,"LeCras, Mark",8,4,,8,2,3.0,,2.0,1.0,1.0,,3.0,1.0,,,5.0,2.0,2.0,3.0,3.0,,,95.0
21,"Lynch, Quinten",12,8,4,16,1,1.0,,,,5.0,,2.0,1.0,1.0,,7.0,9.0,4.0,2.0,1.0,,1.0,100.0
45,"McNamara, Jamie",10,4,6,16,,,,3.0,2.0,1.0,,3.0,,1.0,,7.0,7.0,1.0,,2.0,,1.0,63.0
6,"Nicoski, Mark",6,5,7,13,,,,,1.0,,,3.0,,,,2.0,11.0,,,3.0,,,82.0
11,"Priddis, Matt",22,4,15,37,1,,,8.0,3.0,6.0,10.0,5.0,,1.0,,14.0,24.0,,,4.0,,,88.0
24,"Rosa, Matt",17,9,8,25,1,2.0,,2.0,5.0,5.0,1.0,5.0,,1.0,,5.0,20.0,,,1.0,1.0,1.0,79.0
14,"Seaby, Mark",,2,8,8,,,22.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,4.0,1.0,,3.0,,,63.0
37,"Selwood, Adam",13,12,18,31,,,,3.0,2.0,1.0,1.0,3.0,2.0,1.0,,9.0,23.0,,,3.0,3.0,,97.0
41,"Staker, Brent",12,6,6,18,,1.0,,5.0,2.0,5.0,1.0,10.0,,3.0,,8.0,10.0,1.0,1.0,2.0,,2.0,90.0
5,"Stenglein, Tyson",9,4,15,24,,,,5.0,1.0,,3.0,2.0,,,,8.0,16.0,,,6.0,,,98.0
44,"Wirrpanda, David",13,7,2,15,2,,,3.0,1.0,4.0,1.0,2.0,1.0,,,7.0,8.0,,3.0,1.0,1.0,1.0,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,105,197,424,10,14.0,52.0,59.0,48.0,48.0,34.0,66.0,20.0,16.0,,148.0,268.0,12.0,10.0,83.0,13.0,8.0,
Opposition,Opposition,263,106,129,392,13,15.0,31.0,87.0,35.0,67.0,53.0,60.0,16.0,20.0,,155.0,220.0,9.0,9.0,51.0,27.0,7.0,
