Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
26,"Bradley, Kepler",22y 290d,58 (15-1-42 26.72%),26 (0.45),9 (2-0-7 22.22%),12 (1.33)
36,"Browne, Andrew",24y 107d,27 (10-0-17 37.04%),6 (0.22),←,
24,"Campbell, Adam",23y 217d,10 (5-0-5 50.00%),12 (1.20),←,
2,"Carr, Josh",28y 122d,188 (117-1-70 62.50%),104 (0.55),83 (40-0-43 48.19%),44 (0.53)
15,"Crowley, Ryan",24y 177d,72 (33-0-39 45.83%),54 (0.75),←,
30,"Drum, Marcus",21y 120d,17 (6-0-11 35.29%),6 (0.35),←,
41,"Duffield, Paul",23y 206d,24 (9-0-15 37.50%),8 (0.33),←,
33,"Farmer, Jeff",31y 66d,249 (115-0-134 46.18%),483 (1.94),131 (63-0-68 48.09%),224 (1.71)
43,"Hayden, Roger",27y 264d,94 (47-0-47 50.00%),7 (0.07),←,
11,"Headland, Des",27y 221d,152 (93-0-59 61.18%),157 (1.03),100 (53-0-47 53.00%),105 (1.05)
19,"Hinkley, Clayton",19y 190d,5 (1-0-4 20.00%),2 (0.40),←,
35,"Ibbotson, Garrick",20y 167d,20 (6-0-14 30.00%),8 (0.40),←,
17,"Johnson, Mark",30y 98d,208 (117-2-89 56.73%),100 (0.48),14 (5-0-9 35.71%),8 (0.57)
37,"Johnson, Michael",23y 314d,74 (37-0-37 50.00%),13 (0.18),←,
23,"Mayne, Chris",19y 301d,17 (6-0-11 35.29%),10 (0.59),←,
18,"McPharlin, Luke",26y 272d,133 (68-0-65 51.13%),92 (0.69),121 (60-0-61 49.59%),89 (0.74)
16,"Mundy, David",23y 40d,86 (41-0-45 47.67%),22 (0.26),←,
28,"Murphy, Ryan",23y 97d,40 (22-0-18 55.00%),39 (0.98),←,
10,"Palmer, Rhys",19y 198d,20 (5-0-15 25.00%),10 (0.50),←,
31,"Sandilands, Aaron",25y 267d,115 (58-0-57 50.43%),34 (0.30),←,
3,"Schammer, Byron",23y 69d,105 (56-0-49 53.33%),29 (0.28),←,
22,"Thornton, Scott",25y 353d,73 (33-0-40 45.21%),9 (0.12),←,
Totals,Totals,24y 139d,1787 (900-4-883 50.36%),1231 (0.69),,
C,"Harvey, Mark",43y 79d,29 (10-0-19 34.48%),,←,
