Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",20y 42d,20 (6-1-13 32.50%),5 (0.25),←,
31,"Batchelor, Jake",19y 55d,3 (0-1-2 16.67%),,←,
30,"Conca, Reece",18y 240d,3 (0-1-2 16.67%),,←,
19,"Connors, Daniel",22y 199d,27 (10-1-16 38.89%),7 (0.26),←,
9,"Cotchin, Trent",21y 2d,45 (18-1-26 41.11%),17 (0.38),←,
3,"Deledio, Brett",23y 356d,131 (46-4-81 36.64%),91 (0.69),←,
10,"Edwards, Shane",22y 166d,72 (19-4-49 29.17%),36 (0.50),←,
41,"Foley, Nathan",25y 213d,91 (28-3-60 32.42%),22 (0.24),←,
25,"Graham, Angus",23y 358d,36 (9-2-25 27.78%),12 (0.33),←,
6,"Grigg, Shaun",22y 355d,46 (18-1-27 40.22%),12 (0.26),3 (0-1-2 16.67%),2 (0.67)
48,"Grimes, Dylan",19y 267d,2 (0-0-2 0.00%),,←,
32,"Helbig, Brad",19y 40d,3 (0-1-2 16.67%),2 (0.67),←,
14,"Houli, Bachar",22y 332d,29 (10-2-17 37.93%),9 (0.31),3 (0-1-2 16.67%),
23,"Jackson, Daniel",24y 349d,86 (25-3-58 30.81%),25 (0.29),←,
28,"King, Jake",27y 14d,58 (14-4-40 27.59%),25 (0.43),←,
4,"Martin, Dustin",19y 287d,24 (6-1-17 27.08%),14 (0.58),←,
20,"Morton, Mitch",24y 71d,65 (21-3-41 34.62%),102 (1.57),53 (15-3-35 31.13%),91 (1.72)
26,"Nahas, Robin",23y 150d,36 (7-2-27 22.22%),34 (0.94),←,
17,"Newman, Chris",28y 326d,178 (56-4-118 32.58%),25 (0.14),←,
8,"Riewoldt, Jack",22y 160d,71 (22-3-46 33.10%),142 (2.00),←,
29,"Vickery, Ty",20y 313d,26 (7-2-17 30.77%),12 (0.46),←,
35,"White, Matt",23y 359d,73 (26-4-43 38.36%),33 (0.45),←,
Totals,Totals,22y 228d,1125 (348-48-729 30.93%),625 (0.56),,
C,"Hardwick, Damien",38y 234d,25 (6-1-18 26.00%),,←,
