Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",18,7.0,13,31,,,,3.0,7.0,2.0,1.0,1.0,,,,7,19,1.0,,2.0,,1.0,75.0
14,"Bedford, Toby",5,4.0,4,9,2.0,,,5.0,,,2.0,3.0,,2.0,,3,6,,1.0,,,,78.0
32,"Briggs, Kieren",5,1.0,6,11,,,23.0,2.0,,1.0,4.0,6.0,1.0,4.0,,9,4,1.0,,1.0,,,63.0
44,"Buckley, Jack",16,11.0,5,21,,,,2.0,5.0,,,4.0,1.0,,,7,12,2.0,,9.0,1.0,,100.0
5,"Cadman, Aaron",8,4.0,3,11,1.0,,,1.0,,3.0,,2.0,3.0,,,4,7,,,2.0,,1.0,74.0
17,"Callaghan, Finn",17,6.0,9,26,,1.0,,3.0,5.0,6.0,4.0,3.0,1.0,1.0,,13,16,,,2.0,2.0,1.0,85.0
12,"Green, Tom",12,3.0,15,27,1.0,,,3.0,1.0,4.0,7.0,6.0,,2.0,,13,14,,,,,1.0,80.0
4,"Greene, Toby",10,3.0,5,15,2.0,2.0,,2.0,,3.0,3.0,8.0,1.0,4.0,,8,7,,1.0,1.0,,1.0,86.0
27,"Himmelberg, Harry",10,6.0,7,17,,,,1.0,4.0,,,2.0,,,,3,13,,,8.0,,1.0,83.0
23,"Hogan, Jesse",8,5.0,6,14,2.0,1.0,,1.0,,1.0,,3.0,2.0,1.0,,9,6,3.0,2.0,3.0,,1.0,90.0
39,"Idun, Connor",9,5.0,7,16,,,,2.0,5.0,,,3.0,,1.0,,4,11,1.0,,4.0,3.0,,86.0
2,"Jones, Darcy",11,3.0,6,17,,,,2.0,1.0,5.0,,2.0,,,,5,12,,,1.0,2.0,2.0,90.0
22,"Kelly, Josh",14,2.0,7,21,,1.0,,4.0,2.0,6.0,1.0,4.0,,2.0,,3,17,1.0,,2.0,1.0,,89.0
31,"McMullin, Toby",11,2.0,3,14,,,,2.0,1.0,4.0,2.0,2.0,,,,4,10,,,,,,72.0
33 ↓,"OHalloran, Xavier",2,,4,6,,,,1.0,,,,1.0,1.0,,,3,4,,,,,,51.0
26,"Riccardi, Jake",8,3.0,8,16,3.0,1.0,16.0,4.0,1.0,1.0,2.0,1.0,1.0,,,4,12,,1.0,1.0,,1.0,73.0
18,"Stone, Conor",8,4.0,10,18,,,,3.0,1.0,1.0,,3.0,,1.0,,5,13,,,1.0,,,77.0
20,"Stringer, Jake",6,2.0,4,10,,2.0,,2.0,,3.0,,3.0,,2.0,,5,5,,1.0,,,,84.0
15,"Taylor, Sam",8,7.0,8,16,,,,3.0,,1.0,,4.0,2.0,1.0,,8,8,2.0,,10.0,1.0,,100.0
1,"Thomas, Harvey",8,2.0,7,15,1.0,,,4.0,2.0,2.0,,,1.0,,,7,7,,,,,,84.0
8 ↑,"Ward, Callan",7,,6,13,,1.0,,1.0,,2.0,6.0,1.0,1.0,,,6,7,,,,,,28.0
10,"Wehr, Jacob",10,4.0,10,20,,,,1.0,2.0,,1.0,1.0,,1.0,,7,12,,,1.0,,,73.0
6,"Whitfield, Lachie",22,11.0,8,30,,,,,5.0,,,3.0,2.0,,,6,22,,,2.0,,,79.0
Totals,Totals,233,95.0,161,394,12.0,9.0,39.0,52.0,42.0,45.0,33.0,66.0,17.0,22.0,,143,244,11.0,6.0,50.0,10.0,10.0,
Opposition,Opposition,197,62.0,155,352,17.0,11.0,38.0,45.0,32.0,60.0,55.0,49.0,22.0,17.0,6.0,141,202,3.0,7.0,45.0,5.0,12.0,
