Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"AhMat, Robert",8,2,1,9,,,,,1.0,2.0,1.0,,,1.0,,,,,,,,,
21,"Barry, Leo",9,4,4,13,,1.0,,,,4.0,,2.0,2.0,2.0,,,,,,,,,
30,"Bayes, Mark",5,,1,6,1,,,,,1.0,1.0,,1.0,,,,,,,,,,
27,"Chapman, Wade",3,,2,5,1,,,,,2.0,,,,,,,,,,,,,
8,"Cresswell, Daryn",20,,16,36,,1.0,1.0,,3.0,10.0,11.0,3.0,2.0,1.0,3.0,,,,,,,,
28,"Crouch, Jared",2,2,2,4,,,,1.0,,1.0,,,,1.0,,,,,,,,,
6,"Dunkley, Andrew",7,6,6,13,,,,,2.0,1.0,,1.0,6.0,,,,,,,,,,
3,"Lewis, Dale",15,8,11,26,1,1.0,2.0,,2.0,4.0,2.0,2.0,2.0,1.0,,,,,,,,,
4,"Lockett, Tony",8,7,1,9,5,2.0,,1.0,,,,,,1.0,,,,,,,,,
34,"Luff, Troy",6,6,5,11,,1.0,2.0,1.0,5.0,,,,,1.0,,,,,,,,,
11,"Maxfield, Stuart",9,6,4,13,,,,1.0,1.0,6.0,,2.0,,2.0,,,,,,,,,
13,"McPherson, Daniel",12,5,5,17,2,,,1.0,6.0,2.0,1.0,1.0,,,,,,,,,,,
17,"Mooney, Jason",9,6,2,11,,1.0,1.0,1.0,,4.0,1.0,,,1.0,,,,,,,,,
23,"Nicks, Matthew",9,,7,16,,,,,3.0,6.0,,2.0,,1.0,,,,,,,,,
12,"OFarrell, Brett",9,5,2,11,2,1.0,23.0,,,5.0,2.0,,,,2.0,,,,,,,,
19,"OLoughlin, Michael",17,8,9,26,4,,,1.0,2.0,7.0,,,,,,,,,,,,,
24,"Orchard, Mark",9,1,11,20,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,
22,"Saddington, Jason",5,2,5,10,,,,1.0,,2.0,1.0,,,,,,,,,,,,
2,"Schwass, Wayne",22,1,4,26,1,,1.0,,2.0,6.0,5.0,,1.0,1.0,,,,,,,,,
7,"Seymour, Brad",5,4,11,16,,,,,4.0,,,,,,,,,,,,,,
20,"Stevens, John",16,4,9,25,1,,,,1.0,7.0,2.0,1.0,1.0,,,,,,,,,,
33,"Warfe, Rowan",5,2,4,9,,,,,2.0,2.0,,3.0,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,79,122,332,18,11.0,30.0,9.0,36.0,74.0,29.0,18.0,16.0,13.0,5.0,,,,,,,,
Opposition,Opposition,221,117,145,366,16,11.0,19.0,10.0,51.0,60.0,18.0,7.0,13.0,16.0,1.0,,,,,,,,
