West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Breman, Todd",14,4,7,21,1,1.0,,,,,,,1.0,4.0,,,,,,,,,
14,"Brennan, Michael",6,3,4,10,,,,2.0,,,,,1.0,,,,,,,,,,
36,"Hart, David",1,1,2,3,,,,,,,,,,,,,,,,,,,
39,"Heady, Brett",12,3,6,18,2,,,,,,,,,1.0,,,,,,,,,
27,"Jackson, Stevan",9,3,7,16,2,4.0,5.0,1.0,,,,,2.0,3.0,,,,,,,,,
33,"Kemp, Dean",11,3,9,20,,,,,,,,,1.0,,,,,,,,,,
15,"Laidley, Dani",22,5,8,30,,,,,,,,,1.0,,,,,,,,,,
5,"Lamb, Dwayne",19,2,7,26,1,,,2.0,,,,,2.0,1.0,3.0,,,,,,,,
19,"Langdon, Karl",9,4,4,13,1,2.0,5.0,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Malaxos, Stephen",16,7,13,29,,,1.0,1.0,,,,,3.0,,2.0,,,,,,,,
17,"McKenna, Guy",11,5,7,18,,,,2.0,,,,,4.0,2.0,,,,,,,,,
21,"OConnell, David",7,4,3,10,,,9.0,,,,,,1.0,,,,,,,,,,
23,"Rance, Murray",8,1,7,15,,,,,,,,,1.0,2.0,,,,,,,,,
12,"Scott, Phil",5,3,4,9,,,19.0,,,,,,2.0,,,,,,,,,,
4,"Sumich, Peter",8,4,2,10,4,1.0,,,,,,,2.0,3.0,,,,,,,,,
7,"Turley, Craig",15,5,7,22,3,1.0,,,,,,,2.0,1.0,,,,,,,,,
35,"Ugle, Troy",7,2,4,11,,3.0,,,,,,,,2.0,,,,,,,,,
13,"Watters, Scott",11,4,6,17,,,,1.0,,,,,1.0,2.0,,,,,,,,,
9,"Wilson, Peter",21,6,4,25,3,2.0,,,,,,,2.0,3.0,1.0,,,,,,,,
24,"Worsfold, John",10,3,6,16,,,1.0,3.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,72,117,339,17,18.0,40.0,13.0,,,,,29.0,26.0,6.0,,,,,,,,
Opposition,Opposition,186,46,107,293,10,10.0,33.0,19.0,,,,,26.0,29.0,,,,,,,,,
