Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
30,"Allen, Scott",19y 55d,1 (1-0-0 100.00%),,←,
23,"Atkins, Simon",25y 93d,114 (57-2-55 50.88%),68 (0.60),←,
19,"Beveridge, Luke",23y 215d,51 (30-0-21 58.82%),50 (0.98),9 (6-0-3 66.67%),9 (1.00)
18,"Cameron, Leon",21y 205d,62 (33-1-28 54.03%),26 (0.42),←,
16,"Croft, Matthew",21y 28d,9 (5-0-4 55.56%),11 (1.22),←,
3,"Grant, Chris",21y 103d,77 (43-1-33 56.49%),156 (2.03),←,
1,"Grgic, Ilija",22y 21d,10 (7-0-3 70.00%),21 (2.10),←,
7,"Hawkins, Doug",33y 325d,309 (133-4-172 43.69%),209 (0.68),←,
10,"Hunter, Mark",28y 204d,91 (44-2-45 49.45%),2 (0.02),←,
35,"Kretiuk, Steven",21y 265d,18 (13-0-5 72.22%),4 (0.22),←,
39,"Liberatore, Tony",28y 43d,105 (60-1-44 57.62%),61 (0.58),←,
22,"Quill, Peter",24y 215d,14 (8-0-6 57.14%),6 (0.43),←,
2,"Reynolds, Keenan",25y 78d,57 (33-0-24 57.89%),24 (0.42),←,
34,"Sexton, Ben",21y 148d,21 (12-1-8 59.52%),23 (1.10),←,
8,"Southern, Daniel",19y 84d,1 (1-0-0 100.00%),,←,
17,"Standfield, Barry",24y 41d,53 (31-0-22 58.49%),20 (0.38),←,
29,"Thorpe, Alan",25y 159d,8 (5-1-2 68.75%),10 (1.25),5 (4-0-1 80.00%),5 (1.00)
24,"Wallis, Stephen",29y 150d,206 (110-2-94 53.88%),52 (0.25),←,
25,"Watts, Jason",22y 240d,1 (1-0-0 100.00%),,←,
14,"West, Scott",19y 132d,18 (10-0-8 55.56%),22 (1.22),←,
15,"Wynd, Scott",24y 60d,99 (51-1-47 52.02%),13 (0.13),←,
Totals,Totals,23y 328d,1325 (688-16-621 51.92%),778 (0.59),,
C,"Wheeler, Terry",39y 13d,90 (50-1-39 56.11%),,←,
