Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",29y 97d,149 (86-1-62 58.05%),52 (0.35),←,
17,"Arceri, Mark",26y 275d,81 (36-0-45 44.44%),121 (1.49),11 (3-0-8 27.27%),19 (1.73)
37,"Bassett, Adrian",24y 138d,25 (13-0-12 52.00%),7 (0.28),←,
21,"Bradley, Craig",27y 277d,131 (78-1-52 59.92%),93 (0.71),←,
5,"Da Rui, Steven",27y 128d,53 (31-1-21 59.43%),5 (0.09),←,
35,"Dean, Peter",26y 140d,123 (76-1-46 62.20%),15 (0.12),←,
6,"Dorotich, Jon",29y 91d,101 (57-1-43 56.93%),85 (0.84),←,
12,"Gleeson, Adrian",24y 88d,102 (61-1-40 60.29%),97 (0.95),←,
13,"Hanna, Mil",25y 113d,81 (41-1-39 51.23%),40 (0.49),←,
10,"James, Michael",19y 209d,7 (3-0-4 42.86%),1 (0.14),←,
28,"Kernahan, David",26y 16d,42 (19-0-23 45.24%),8 (0.19),←,
4,"Kernahan, Stephen",27y 329d,133 (79-1-53 59.77%),353 (2.65),←,
44,"Madden, Justin",30y 57d,221 (135-1-85 61.31%),144 (0.65),176 (105-1-70 59.94%),124 (0.70)
23,"Meldrum, Paul",30y 317d,151 (96-1-54 63.91%),138 (0.91),←,
29,"Minton-Connell, Simon",22y 92d,17 (9-0-8 52.94%),43 (2.53),←,
27,"OSullivan, Luke",23y 121d,22 (9-0-13 40.91%),16 (0.73),←,
19,"Phillips, Andrew",21y 181d,37 (17-1-19 47.30%),25 (0.68),←,
7,"Ratten, Brett",20y 16d,16 (6-0-10 37.50%),2 (0.13),←,
18,"Sartori, Peter",26y 276d,49 (29-0-20 59.18%),100 (2.04),←,
14,"Sexton, Michael",20y 144d,12 (5-0-7 41.67%),1 (0.08),←,
Totals,Totals,25y 174d,1553 (886-11-656 57.05%),1346 (0.87),,
C,"Parkin, David",48y 318d,300 (173-1-126 57.83%),,137 (86-1-50 63.14%),
