Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Allen, Scott",10,5,6,16,1,3.0,,1.0,,,,,,,,,,,,,,,
14,"Darcy, Luke",8,4,7,15,1,,3.0,,,,,,1.0,2.0,,,,,,,,,
28,"Dimattina, Paul",9,4,3,12,1,,,1.0,,,,,,1.0,,,,,,,,,
32,"Ellis, Craig",7,4,10,17,,,,1.0,,,,,1.0,,,,,,,,,,
3,"Grant, Chris",7,5,8,15,,,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,
37,"Hargraves, Daniel",7,3,1,8,3,2.0,,,,,,,1.0,,,,,,,,,,
13,"Jakovich, Allen",1,1,,1,1,,,,,,,,,,,,,,,,,,
6,"Johnson, Brad",13,4,3,16,2,1.0,,,,,,,1.0,1.0,,,,,,,,,
4,"Kellett, Nigel",12,3,4,16,,2.0,,1.0,,,,,2.0,1.0,,,,,,,,,
2,"Kolyniuk, Steven",9,4,6,15,,,,2.0,,,,,,1.0,,,,,,,,,
35,"Kretiuk, Steven",10,3,4,14,,,,3.0,,,,,1.0,2.0,,,,,,,,,
39,"Liberatore, Tony",10,2,11,21,,,,4.0,,,,,3.0,1.0,2.0,,,,,,,,
22,"Quill, Peter",5,4,3,8,,,,1.0,,,,,,,,,,,,,,,
36,"Romero, Jose",9,2,5,14,,,,,,,,,,2.0,,,,,,,,,
5,"Smith, Rohan",14,3,6,20,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
24,"Wallis, Stephen",15,4,9,24,,,,2.0,,,,,2.0,1.0,,,,,,,,,
25,"Watts, Jason",3,1,1,4,,,,1.0,,,,,2.0,1.0,,,,,,,,,
34,"West, Mark",5,2,5,10,,1.0,,1.0,,,,,,1.0,,,,,,,,,
7,"West, Scott",8,3,6,14,,,,3.0,,,,,,1.0,,,,,,,,,
45,"Wira, Brad",11,1,9,20,,,,,,,,,,1.0,,,,,,,,,
15,"Wynd, Scott",3,4,11,14,,,14.0,2.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,66,118,294,9,12.0,19.0,25.0,,,,,17.0,19.0,3.0,,,,,,,,
Opposition,Opposition,212,92,132,344,13,18.0,13.0,43.0,,,,,19.0,17.0,3.0,,,,,,,,
