Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",24y 317d,74 (40-1-33 54.73%),18 (0.24),←,
5,"Boyd, Matthew",29y 358d,205 (98-2-105 48.29%),70 (0.34),←,
17,"Cooney, Adam",26y 324d,180 (93-2-85 52.22%),152 (0.84),←,
49,"Cordy, Ayce",22y 13d,14 (6-0-8 42.86%),8 (0.57),←,
29,"Dickson, Tory",24y 328d,15 (3-0-12 20.00%),22 (1.47),←,
33,"Djerrkura, Nathan",23y 335d,23 (7-0-16 30.43%),8 (0.35),19 (5-0-14 26.32%),8 (0.42)
13,"Giansiracusa, Daniel",30y 161d,229 (104-4-121 46.29%),279 (1.22),←,
16,"Griffen, Ryan",26y 23d,161 (84-1-76 52.48%),105 (0.65),←,
7,"Higgins, Shaun",24y 168d,104 (51-1-52 49.52%),113 (1.09),←,
39,"Johannisen, Jason",19y 285d,3 (0-0-3 0.00%),1 (0.33),←,
46,"Jong, Lin",19y 76d,2 (0-0-2 0.00%),,←,
36,"Lake, Brian",30y 174d,196 (90-2-104 46.43%),32 (0.16),←,
37,"Markovic, Lukas",25y 227d,23 (7-0-16 30.43%),,←,
27,"Minson, Will",27y 130d,134 (69-1-64 51.87%),66 (0.49),←,
2,"Murphy, Robert",30y 71d,228 (100-4-124 44.74%),154 (0.68),←,
42,"Picken, Liam",26y 18d,85 (41-0-44 48.24%),28 (0.33),←,
18,"Roberts, Fletcher",19y 77d,2 (0-0-2 0.00%),,←,
23,"Roughead, Jordan",21y 290d,33 (14-0-19 42.42%),10 (0.30),←,
26,"Skinner, Zephaniah",23y 53d,6 (1-0-5 16.67%),4 (0.67),←,
14,"Smith, Clay",19y 100d,14 (3-0-11 21.43%),6 (0.43),←,
3,"Wallis, Mitch",19y 300d,23 (6-0-17 26.09%),6 (0.26),←,
10,"Wood, Easton",22y 350d,40 (18-0-22 45.00%),5 (0.13),←,
Totals,Totals,24y 173d,1794 (835-18-941 46.54%),1087 (0.61),,
C,"McCartney, Brendan",51y 301d,20 (5-0-15 25.00%),,←,
