Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartram, Clint",9,7,7,16,2,,,1.0,1.0,2.0,,2.0,2.0,1.0,,5.0,11.0,,1.0,2.0,,,86.0
6,"Bate, Matthew",15,10,5,20,1,,1.0,5.0,,2.0,1.0,,1.0,,,2.0,18.0,,,1.0,1.0,,83.0
43,"Bode, Jace",3,3,5,8,,,,3.0,1.0,1.0,,1.0,,,,2.0,5.0,,,2.0,4.0,,87.0
32,"Bruce, Cameron",15,10,14,29,2,1.0,,3.0,1.0,4.0,6.0,1.0,2.0,,,10.0,19.0,,2.0,,,2.0,83.0
36,"Davey, Aaron",9,5,2,11,2,,,4.0,1.0,2.0,1.0,,1.0,,,6.0,5.0,2.0,2.0,,,2.0,74.0
14,"Dunn, Lynden",5,3,2,7,,1.0,,6.0,,1.0,,2.0,1.0,2.0,,1.0,7.0,,1.0,2.0,,,85.0
8,"Frawley, James",8,7,2,10,,,,,1.0,2.0,,1.0,,,,1.0,9.0,,,3.0,,,87.0
20,"Garland, Colin",13,11,6,19,1,,,2.0,2.0,2.0,,1.0,,,,3.0,16.0,1.0,2.0,4.0,,,91.0
18,"Green, Brad",14,10,3,17,1,1.0,,,2.0,3.0,,1.0,,,,3.0,14.0,2.0,1.0,2.0,,,81.0
17,"Johnson, Chris",13,8,3,16,,1.0,,3.0,3.0,3.0,,2.0,,,,3.0,13.0,,,2.0,3.0,1.0,72.0
11,"Johnson, Paul",7,5,5,12,,,11.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,,5.0,8.0,1.0,1.0,3.0,,,91.0
2,"Jones, Nathan",14,3,7,21,,1.0,,2.0,,3.0,4.0,4.0,1.0,,,13.0,9.0,,1.0,,1.0,,83.0
23,"McDonald, James",8,7,6,14,,,,2.0,1.0,1.0,,,,,,1.0,13.0,,,2.0,,,80.0
5,"McLean, Brock",13,5,15,28,,,,4.0,6.0,3.0,3.0,2.0,,1.0,1.0,4.0,23.0,,,,13.0,1.0,73.0
7,"Miller, Brad",8,8,4,12,3,,,2.0,2.0,,,2.0,1.0,,,3.0,9.0,,3.0,2.0,,,94.0
10,"Morton, Cale",13,5,7,20,,,,,,6.0,,6.0,1.0,,,2.0,17.0,,1.0,,1.0,,64.0
12,"Sylvia, Colin",8,3,7,15,,,1.0,3.0,,,1.0,,2.0,,,7.0,8.0,,1.0,2.0,,3.0,88.0
37,"Warnock, Matthew",5,6,12,17,,,,1.0,2.0,,1.0,3.0,1.0,2.0,,6.0,11.0,,,3.0,,,97.0
31,"Wheatley, Paul",22,11,7,29,,,,3.0,5.0,6.0,4.0,4.0,,,,7.0,21.0,,,2.0,3.0,,77.0
34,"White, Jeff",7,3,10,17,1,,23.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,,7.0,10.0,,,2.0,,,71.0
39,"Wonaeamirri, Austin",7,8,4,11,1,,,5.0,,2.0,1.0,1.0,1.0,,,2.0,10.0,,2.0,1.0,,,84.0
13,"Yze, Adem",11,5,2,13,,2.0,,1.0,,1.0,1.0,3.0,,,,7.0,5.0,1.0,2.0,1.0,1.0,1.0,70.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,143,135,362,14,10.0,36.0,54.0,32.0,46.0,29.0,42.0,18.0,8.0,1.0,100.0,261.0,7.0,20.0,36.0,27.0,10.0,
Opposition,Opposition,187,105,130,317,16,20.0,35.0,42.0,28.0,56.0,35.0,35.0,8.0,18.0,5.0,100.0,214.0,12.0,18.0,38.0,34.0,12.0,
