West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Banfield, Drew",5,7,6,11,,1.0,,1.0,4.0,,,2.0,1.0,,,3.0,9.0,,1.0,,,,91.0
10,"Braun, Michael",6,1,4,10,,,,,,1.0,2.0,1.0,1.0,1.0,,4.0,6.0,,,,,1.0,65.0
46,"Carroll, Trent",9,5,6,15,,,,,4.0,1.0,,2.0,1.0,2.0,,5.0,9.0,,,4.0,,,95.0
17,"Chick, Daniel",11,1,5,16,,1.0,3.0,8.0,1.0,3.0,4.0,2.0,4.0,1.0,,11.0,5.0,,1.0,2.0,1.0,1.0,90.0
9,"Cousins, Ben",12,3,15,27,,,,2.0,,7.0,9.0,3.0,1.0,1.0,3.0,20.0,10.0,,,,2.0,,98.0
20,"Cox, Dean",6,4,4,10,1,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,5.0,1.0,,,,,63.0
32,"Embley, Andrew",17,9,7,24,1,,,3.0,4.0,4.0,,3.0,,,,7.0,17.0,2.0,,2.0,1.0,,92.0
7,"Fletcher, Chad",21,2,6,27,3,,,3.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,9.0,16.0,,,1.0,,1.0,89.0
1,"Gardiner, Michael",13,4,2,15,,,24.0,,2.0,5.0,4.0,5.0,1.0,3.0,1.0,8.0,7.0,1.0,,2.0,5.0,,100.0
35,"Green, Kasey",11,4,1,12,,,,2.0,2.0,,1.0,2.0,2.0,2.0,,5.0,5.0,1.0,,4.0,1.0,,94.0
38,"Haynes, David",6,7,4,10,2,,,,1.0,2.0,,1.0,,,,5.0,6.0,2.0,2.0,2.0,,1.0,94.0
39,"Hunter, Adam",1,1,3,4,,1.0,,,,,1.0,1.0,,1.0,,3.0,2.0,,1.0,2.0,,1.0,65.0
27,"Jakovich, Glen",4,2,5,9,1,,,,,4.0,,1.0,1.0,,,6.0,4.0,1.0,,1.0,,,79.0
42,"Johnson, Paul",,,1,1,,,,1.0,,,,1.0,,1.0,,1.0,,,,2.0,,,40.0
18,"Jones, Rowan",9,6,5,14,,,,5.0,2.0,4.0,1.0,3.0,2.0,2.0,,5.0,9.0,1.0,,1.0,,,93.0
3,"Judd, Chris",13,2,7,20,1,1.0,,2.0,,3.0,8.0,2.0,,1.0,,13.0,7.0,,,,1.0,,82.0
4,"Kerr, Daniel",4,1,7,11,,,,1.0,,1.0,2.0,1.0,,1.0,,4.0,6.0,,,1.0,3.0,,55.0
33,"Matera, Phillip",8,1,4,12,2,2.0,,1.0,,1.0,1.0,3.0,,1.0,,4.0,6.0,,1.0,1.0,,1.0,100.0
11,"McIntosh, Ashley",5,1,1,6,,,,,2.0,1.0,,,,,,,5.0,,,5.0,1.0,,66.0
5,"Morrison, Chad",5,2,5,10,,,,,1.0,1.0,1.0,,,,,3.0,7.0,,,1.0,1.0,,79.0
24,"Read, Phillip",14,5,3,17,1,,,,2.0,3.0,1.0,1.0,1.0,,,6.0,10.0,,1.0,1.0,2.0,1.0,71.0
28,"Sampi, Ashley",9,3,3,12,4,3.0,,2.0,,2.0,2.0,,1.0,,,7.0,5.0,1.0,2.0,3.0,,1.0,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,71,104,293,16,12.0,35.0,32.0,27.0,48.0,43.0,40.0,18.0,19.0,6.0,133.0,156.0,10.0,9.0,35.0,18.0,8.0,
Opposition,Opposition,179,84,81,260,10,13.0,29.0,47.0,21.0,46.0,23.0,43.0,19.0,18.0,,118.0,142.0,16.0,13.0,30.0,12.0,4.0,
