Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
17,"Byrnes, Shannon",28y 35d,108 (79-0-29 73.15%),100 (0.93),←,
35,"Chapman, Paul",30y 189d,229 (149-2-78 65.50%),296 (1.29),←,
28,"Christensen, Allen",20y 359d,26 (20-0-6 76.92%),21 (0.81),←,
11,"Corey, Joel",30y 85d,241 (157-2-82 65.56%),72 (0.30),←,
22,"Duncan, Mitch",20y 337d,36 (30-0-6 83.33%),37 (1.03),←,
44,"Enright, Corey",30y 241d,229 (149-2-78 65.50%),51 (0.22),←,
25,"Gillies, Tom",22y 66d,12 (6-0-6 50.00%),1 (0.08),←,
29,"Guthrie, Cameron",19y 267d,9 (6-0-3 66.67%),,←,
26,"Hawkins, Tom",23y 296d,86 (70-0-16 81.40%),126 (1.47),←,
8,"Hunt, Josh",30y 59d,172 (117-1-54 68.31%),22 (0.13),←,
19,"Hunt, Taylor",21y 189d,26 (21-0-5 80.77%),3 (0.12),←,
20,"Johnson, Steve",28y 313d,182 (130-2-50 71.98%),370 (2.03),←,
9,"Kelly, James",28y 135d,199 (134-1-64 67.59%),76 (0.38),←,
13,"Lonergan, Tom",27y 361d,81 (61-1-19 75.93%),44 (0.54),←,
4,"Mackie, Andrew",27y 279d,157 (122-0-35 77.71%),71 (0.45),←,
32,"Motlop, Steven",21y 61d,12 (7-0-5 58.33%),9 (0.75),←,
31,"Podsiadly, James",30y 245d,49 (37-0-12 75.51%),118 (2.41),←,
14,"Selwood, Joel",23y 352d,120 (101-0-19 84.17%),52 (0.43),←,
2,"Smedts, Billie",19y 339d,5 (3-0-2 60.00%),1 (0.20),←,
41,"Stringer, Jesse",21y 39d,4 (3-0-1 75.00%),2 (0.50),←,
7,"Taylor, Harry",25y 335d,97 (79-0-18 81.44%),9 (0.09),←,
12,"West, Trent",24y 208d,27 (21-0-6 77.78%),10 (0.37),←,
Totals,Totals,25y 151d,2107 (1502-11-594 71.29%),1491 (0.71),,
C,"Scott, Chris",36y 9d,32 (26-0-6 81.25%),,←,
