Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",7,3,21,28,,,,,1.0,3.0,5.0,4.0,2.0,1.0,,18.0,11.0,1.0,,,1.0,,92.0
31,"Allen, Jackson",12,10,2,14,,,,,1.0,1.0,,2.0,,1.0,,2.0,12.0,,,,1.0,,79.0
11,"Bennell, Harley",13,5,9,22,,,,,4.0,4.0,1.0,1.0,,1.0,,4.0,17.0,,,1.0,5.0,2.0,89.0
40 ↓,"Boston, Andrew",4,2,1,5,,,,1.0,,,,1.0,1.0,1.0,,2.0,3.0,,1.0,1.0,,,45.0
3,"Brennan, Jared",7,4,7,14,,,,,1.0,1.0,3.0,2.0,,1.0,,6.0,9.0,,,4.0,,,91.0
36,"Broughton, Greg",5,3,8,13,,,,,3.0,,,,,,,3.0,9.0,1.0,,,,,81.0
23,"Dixon, Charlie",8,4,5,13,2,1.0,10.0,2.0,1.0,1.0,4.0,2.0,1.0,,,10.0,3.0,3.0,1.0,2.0,,1.0,89.0
13,"Gillbee, Jacob",7,1,5,12,,,,,,3.0,,,,,,4.0,7.0,,,,1.0,1.0,84.0
15,"Gorringe, Daniel",3,1,6,9,,,11.0,1.0,2.0,,2.0,1.0,2.0,1.0,,5.0,4.0,,,,,,67.0
33,"Hall, Aaron",13,6,3,16,1,2.0,,1.0,1.0,3.0,,1.0,,,,2.0,14.0,,2.0,1.0,,1.0,91.0
7 ↑,"Hunt, Karmichael",3,1,7,10,,,,2.0,1.0,1.0,3.0,1.0,,,,4.0,6.0,,,1.0,,,42.0
17,"May, Steven",11,7,6,17,,,,1.0,2.0,,,3.0,,1.0,,4.0,13.0,,,7.0,1.0,,93.0
18,"McKenzie, Trent",14,7,6,20,,,,2.0,6.0,3.0,,6.0,1.0,1.0,,3.0,15.0,,,4.0,,,82.0
29,"Murphy, Tom",6,6,8,14,,,,4.0,,1.0,,,,,,4.0,11.0,,,7.0,,,89.0
1,"OMeara, Jaeger",8,2,11,19,2,,,5.0,1.0,1.0,,10.0,,5.0,,4.0,15.0,,,,,,81.0
41,"Osborne, Leigh",4,3,5,9,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,6.0,,2.0,2.0,,,79.0
10,"Prestia, Dion",14,3,12,26,1,,,1.0,5.0,5.0,4.0,7.0,2.0,2.0,,10.0,15.0,,1.0,2.0,2.0,1.0,82.0
35,"Rischitelli, Michael",6,2,7,13,,1.0,1.0,3.0,1.0,1.0,4.0,2.0,,,,5.0,8.0,,,,,,88.0
8,"Russell, Luke",7,1,4,11,,,,1.0,1.0,1.0,,2.0,1.0,,,2.0,10.0,,,,1.0,,86.0
25,"Stanley, Danny",15,10,12,27,,2.0,,2.0,6.0,3.0,3.0,2.0,,,,6.0,20.0,,1.0,2.0,,,85.0
39,"Sumner, Timmy",8,3,1,9,3,1.0,,1.0,1.0,2.0,,2.0,1.0,1.0,,3.0,5.0,1.0,2.0,,3.0,,92.0
16,"Thompson, Rory",7,8,5,12,1,,2.0,,1.0,,,1.0,,,,3.0,9.0,1.0,1.0,4.0,,,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,92,151,333,10,10.0,24.0,28.0,40.0,35.0,30.0,51.0,12.0,17.0,,107.0,222.0,7.0,11.0,38.0,15.0,6.0,
Opposition,Opposition,249,127,170,419,17,14.0,45.0,43.0,23.0,63.0,32.0,39.0,17.0,12.0,6.0,127.0,289.0,11.0,24.0,27.0,36.0,11.0,
