Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",16,1.0,10,26,,3.0,,1.0,,,,,1.0,,,,,,,,,,
22,"Bain, David",11,1.0,4,15,,,,3.0,,,,,,3.0,,,,,,,,,
11,"Buckley, Nathan",12,5.0,6,18,1.0,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
1,"Champion, Richard",9,3.0,1,10,1.0,1.0,,1.0,,,,,3.0,3.0,,,,,,,,,
5,"Chapman, Nathan",9,4.0,5,14,,,2.0,,,,,,,1.0,,,,,,,,,
12,"Clarke, Troy",17,2.0,6,23,,,,2.0,,,,,1.0,1.0,,,,,,,,,
6,"Fletcher, Adrian",13,5.0,10,23,1.0,,,4.0,,,,,4.0,1.0,3.0,,,,,,,,
4,"Gastev, John",7,2.0,4,11,,,,2.0,,,,,1.0,1.0,,,,,,,,,
2,"Green, Ashley",4,,2,6,1.0,,,1.0,,,,,2.0,,,,,,,,,,
32,"Hart, Shaun",14,6.0,5,19,1.0,,,,,,,,2.0,2.0,,,,,,,,,
41,"Kennedy, Matthew",12,10.0,6,18,,2.0,14.0,1.0,,,,,,2.0,1.0,,,,,,,,
23,"Leppitsch, Justin",5,,3,8,1.0,,,,,,,,1.0,,,,,,,,,,
17,"Leslie, Martin",8,5.0,4,12,,,3.0,3.0,,,,,3.0,2.0,,,,,,,,,
40,"McLuckie, Steven",3,1.0,3,6,,1.0,,,,,,,,,,,,,,,,,
24,"Merrett, Roger",10,7.0,1,11,6.0,1.0,3.0,,,,,,,1.0,,,,,,,,,
27,"Murphy, Michael",8,4.0,4,12,2.0,,,,,,,,,1.0,,,,,,,,,
26,"Noonan, Danny",14,,7,21,,2.0,,2.0,,,,,3.0,,,,,,,,,,
8,"Peos, Paul",6,3.0,2,8,3.0,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
38,"Scott, Dion",2,1.0,2,4,,,2.0,1.0,,,,,,,,,,,,,,,
3,"Voss, Michael",4,1.0,4,8,,1.0,,2.0,,,,,,1.0,,,,,,,,,
Totals,Totals,184,61.0,89,273,17.0,13.0,24.0,27.0,,,,,25.0,22.0,4.0,,,,,,,,
Opposition,Opposition,173,46.0,117,290,17.0,11.0,24.0,12.0,,,,,22.0,25.0,2.0,,,,,,,,
