Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
28,"Arnott, Simon",23y 153d,46 (24-1-21 53.26%),26 (0.57),16 (6-0-10 37.50%),11 (0.69)
6,"Barnes, John",30y 46d,155 (83-2-70 54.19%),77 (0.50),143 (77-1-65 54.20%),65 (0.45)
8,"Burns, Ronnie",26y 126d,80 (42-1-37 53.13%),138 (1.73),←,
51,"Clarke, David",19y 63d,7 (1-0-6 14.29%),5 (0.71),←,
33,"Corrigan, Paul",21y 352d,41 (18-0-23 43.90%),6 (0.15),←,
7,"Graham, Ben",25y 257d,101 (62-0-39 61.39%),20 (0.20),←,
37,"Harley, Tom",20y 364d,4 (2-0-2 50.00%),1 (0.25),3 (1-0-2 33.33%),
3,"Houlihan, Adam",21y 102d,19 (13-0-6 68.42%),21 (1.11),←,
1,"King, Steven",20y 237d,57 (28-0-29 49.12%),24 (0.42),←,
29,"Lowther, Daniel",22y 89d,31 (16-0-15 51.61%),8 (0.26),←,
44,"Lynch, Tristan",25y 329d,68 (32-2-34 48.53%),12 (0.18),13 (6-0-7 46.15%),4 (0.31)
17,"McGrath, Tim",28y 283d,178 (106-1-71 59.83%),15 (0.08),171 (102-1-68 59.94%),15 (0.09)
31,"Mensch, David",26y 337d,112 (69-0-43 61.61%),112 (1.00),←,
39,"Milburn, Darren",22y 93d,40 (15-0-25 37.50%),19 (0.47),←,
16,"Mooney, Jason",26y 42d,112 (45-0-67 40.18%),84 (0.75),15 (5-0-10 33.33%),33 (2.20)
15,"Riccardi, Peter",26y 212d,160 (93-1-66 58.44%),158 (0.99),←,
12,"Sholl, Brad",26y 249d,106 (59-1-46 56.13%),35 (0.33),104 (59-1-44 57.21%),35 (0.34)
24,"Simpson, Hamish",23y 181d,11 (3-0-8 27.27%),,←,
4,"Snell, Jason",21y 355d,44 (21-0-23 47.73%),38 (0.86),←,
20,"Steinfort, Carl",22y 107d,39 (19-0-20 48.72%),15 (0.38),←,
26,"Stoneham, Barry",31y 158d,220 (127-2-91 58.18%),199 (0.90),←,
40,"Wojcinski, David",18y 302d,5 (3-0-2 60.00%),1 (0.20),←,
Totals,Totals,24y 85d,1636 (881-11-744 53.85%),1014 (0.62),,
C,"Ayres, Gary",38y 292d,110 (61-1-48 55.91%),,←,
