Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",29y 167d,244 (136-0-108 55.74%),238 (0.98),←,
29,"Bramble, Lachlan",27y 21d,63 (28-2-33 46.03%),5 (0.08),33 (19-0-14 57.58%),3 (0.09)
36,"Cleary, Luke",23y 66d,13 (10-0-3 76.92%),1 (0.08),←,
31,"Dale, Bailey",28y 292d,164 (90-0-74 54.88%),85 (0.52),←,
42,"Davidson, Sam",23y 148d,9 (5-0-4 55.56%),5 (0.56),←,
44,"English, Tim",27y 273d,140 (77-0-63 55.00%),81 (0.58),←,
27,"Freijah, Joel",19y 177d,22 (14-0-8 63.64%),7 (0.32),←,
12,"Gallagher, Harvey",21y 226d,25 (13-0-12 52.00%),9 (0.36),←,
22,"Harmes, James",29y 217d,169 (90-0-79 53.25%),92 (0.54),17 (8-0-9 47.06%),14 (0.82)
39,"Johannisen, Jason",32y 183d,201 (105-0-96 52.24%),77 (0.38),←,
8,"Kennedy, Matthew",28y 34d,127 (61-3-63 49.21%),67 (0.53),9 (5-0-4 55.56%),10 (1.11)
24,"Khamis, Buku",25y 47d,35 (20-0-15 57.14%),11 (0.31),←,
21,"Liberatore, Tom",32y 359d,243 (121-0-122 49.79%),88 (0.36),←,
7,"Lobb, Rory",32y 90d,185 (102-2-81 55.68%),174 (0.94),45 (26-0-19 57.78%),31 (0.69)
30,"McNeil, Lachlan",24y 90d,62 (39-0-23 62.90%),34 (0.55),←,
33,"Naughton, Aaron",25y 161d,152 (84-0-68 55.26%),241 (1.59),←,
18,"ODonnell, James",22y 252d,34 (18-0-16 52.94%),6 (0.18),←,
25,"Poulter, Caleb",22y 210d,29 (13-0-16 44.83%),8 (0.28),17 (10-0-7 58.82%),6 (0.35)
20,"Richards, Ed",25y 311d,134 (71-0-63 52.99%),42 (0.31),←,
9,"Sanders, Ryley",20y 109d,23 (13-0-10 56.52%),9 (0.39),←,
23,"Vandermeer, Laitham",26y 96d,75 (41-0-34 54.67%),38 (0.51),←,
14,"West, Rhylee",24y 302d,67 (39-0-28 58.21%),60 (0.90),←,
34,"Williams, Bailey",27y 212d,160 (87-0-73 54.38%),40 (0.25),←,
Totals,Totals,26y 49d,2376 (1277-7-1092 53.75%),1418 (0.60),,
C,"Beveridge, Luke",54y 260d,239 (135-0-104 56.49%),,←,
