Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Taylor",13,4,4,17,,,,10.0,,5.0,4.0,2.0,3.0,2.0,,6.0,12.0,,,1.0,,,79.0
17,"Brown, Callum",5,3,8,13,,,,2.0,1.0,1.0,1.0,2.0,1.0,,,7.0,7.0,,1.0,,,,75.0
6,"Brown, Tyler",5,3,3,8,,,,,,1.0,,,,,,3.0,5.0,,,,,,59.0
46,"Cox, Mason",5,4,3,8,1,,8.0,,1.0,,,3.0,,1.0,,2.0,2.0,2.0,1.0,2.0,,,86.0
25,"Crisp, Jack",13,3,4,17,1,,,3.0,2.0,5.0,2.0,2.0,1.0,2.0,,7.0,10.0,1.0,,1.0,,,85.0
26,"Daicos, Josh",4,2,3,7,1,,,7.0,,1.0,1.0,1.0,,1.0,,3.0,4.0,,,,,,85.0
2,"de Goey, Jordan",5,2,5,10,,1.0,,,1.0,2.0,2.0,,,,,6.0,3.0,,1.0,1.0,,2.0,83.0
5,"Elliott, Jamie",5,1,6,11,,,,3.0,,4.0,1.0,3.0,,1.0,,4.0,7.0,,,,1.0,1.0,83.0
4,"Grundy, Brodie",8,5,11,19,,,47.0,2.0,,2.0,2.0,3.0,4.0,1.0,,14.0,5.0,2.0,,2.0,,,90.0
32,"Hoskin-Elliott, Will",7,3,1,8,,2.0,,,1.0,3.0,,,,,,3.0,5.0,,1.0,,,,75.0
38,"Howe, Jeremy",18,6,5,23,,,,2.0,6.0,2.0,2.0,4.0,2.0,,,8.0,12.0,,,4.0,,,80.0
37,"Maynard, Brayden",17,5,6,23,,,,1.0,3.0,5.0,,4.0,2.0,,,5.0,15.0,1.0,,2.0,,1.0,89.0
16,"Mayne, Chris",3,2,5,8,,1.0,,2.0,,1.0,,2.0,,2.0,,2.0,8.0,,,2.0,,,77.0
41,"Mihocek, Brody",4,2,1,5,2,1.0,,3.0,,,,4.0,1.0,2.0,,2.0,4.0,,1.0,,,,87.0
30,"Moore, Darcy",10,9,6,16,,,,,3.0,2.0,1.0,3.0,,,,6.0,9.0,2.0,,3.0,,,93.0
9,"Noble, John",6,2,5,11,,,,5.0,2.0,1.0,,3.0,1.0,1.0,,4.0,7.0,,,,,,79.0
10,"Pendlebury, Scott",14,1,12,26,,1.0,,2.0,2.0,7.0,7.0,1.0,3.0,,2.0,17.0,9.0,,,3.0,,,81.0
21,"Phillips, Tom",6,1,3,9,2,,,3.0,,2.0,1.0,,,,,4.0,4.0,,,,,,75.0
23,"Roughead, Jordan",8,6,4,12,,,,3.0,3.0,,,3.0,2.0,1.0,,4.0,8.0,3.0,,2.0,,,97.0
22,"Sidebottom, Steele",7,2,5,12,,,,6.0,2.0,2.0,1.0,2.0,2.0,1.0,,4.0,8.0,,,,,,90.0
1,"Stephenson, Jaidyn",7,4,3,10,2,2.0,,3.0,,1.0,,2.0,,1.0,,5.0,5.0,,4.0,,,,91.0
33,"Wills, Rupert",7,2,9,16,,,,8.0,,1.0,5.0,3.0,3.0,,,11.0,6.0,,,2.0,,1.0,61.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,72,112,289,9,10.0,55.0,65.0,27.0,48.0,30.0,47.0,25.0,16.0,2.0,127.0,155.0,11.0,9.0,25.0,1.0,5.0,
Opposition,Opposition,163,64,128,291,10,6.0,21.0,51.0,38.0,37.0,37.0,56.0,16.0,25.0,4.0,115.0,163.0,7.0,7.0,43.0,,7.0,
