Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41 ↓,"Butts, Jordon",1,,1,2,,,,,1.0,,,,1.0,,,1,1,,,3.0,,,34.0
5,"Crouch, Matt",12,2.0,20,32,,,,6.0,3.0,7.0,12.0,3.0,5.0,2.0,,15,16,,,1.0,,,78.0
12,"Dawson, Jordan",23,7.0,11,34,,3.0,,5.0,1.0,7.0,4.0,5.0,2.0,1.0,2.0,15,19,,1.0,2.0,,1.0,89.0
32,"Fogarty, Darcy",12,9.0,6,18,2.0,2.0,,,,1.0,,2.0,,1.0,,4,13,1.0,4.0,2.0,,2.0,80.0
20,"Hinge, Mitch",12,2.0,5,17,,,,3.0,6.0,5.0,,2.0,2.0,,,10,6,1.0,,4.0,1.0,1.0,86.0
1,"Jones, Chayce",7,2.0,2,9,,,,,2.0,1.0,,,,,,3,4,,,3.0,,,82.0
48,"Keane, Mark",9,7.0,4,13,,,,,4.0,1.0,,3.0,1.0,2.0,,6,7,4.0,,8.0,,,96.0
2,"Keays, Ben",9,3.0,6,15,2.0,,,1.0,2.0,3.0,2.0,4.0,1.0,1.0,,8,8,,1.0,2.0,,1.0,80.0
29,"Laird, Rory",11,,15,26,,,,13.0,1.0,5.0,4.0,5.0,3.0,1.0,1.0,11,15,,,,,,80.0
23,"McAdam, Shane",3,4.0,10,13,1.0,1.0,,3.0,,,,1.0,,,,8,5,1.0,2.0,1.0,,2.0,79.0
16,"Michalanney, Max",2,2.0,6,8,,,,5.0,2.0,,,,,,,3,5,1.0,,4.0,,,81.0
30,"Milera, Wayne",19,5.0,13,32,,,,1.0,8.0,4.0,4.0,6.0,,1.0,,13,18,2.0,,3.0,,2.0,86.0
4,"Murphy, Lachlan",5,4.0,12,17,1.0,,,2.0,2.0,1.0,2.0,1.0,1.0,,,8,9,,,2.0,,,72.0
27,"Nankervis, Luke",9,5.0,6,15,,,,2.0,3.0,,1.0,5.0,,1.0,,4,11,,,,,,81.0
43,"OBrien, Reilly",5,3.0,5,10,,,40.0,5.0,1.0,1.0,1.0,2.0,,,,5,3,1.0,1.0,5.0,,,83.0
10,"Pedlar, Luke",10,4.0,2,12,2.0,1.0,,2.0,,1.0,,2.0,1.0,,,2,9,,1.0,,,,71.0
26,"Schoenberg, Harry",8,2.0,7,15,,2.0,,7.0,,5.0,3.0,5.0,1.0,3.0,,7,8,,1.0,,,,85.0
9 ↑,"Sloane, Rory",8,6.0,4,12,1.0,,,1.0,,,2.0,1.0,,,,4,6,1.0,1.0,1.0,,,48.0
33,"Smith, Brodie",14,6.0,6,20,,,,3.0,3.0,3.0,3.0,3.0,,2.0,,5,14,,,,,,79.0
14,"Soligo, Jake",12,4.0,4,16,,1.0,,3.0,3.0,4.0,,2.0,,1.0,,2,14,1.0,1.0,,2.0,,77.0
7,"Thilthorpe, Riley",7,6.0,4,11,,2.0,8.0,1.0,,4.0,3.0,5.0,1.0,3.0,,8,3,3.0,2.0,3.0,,2.0,68.0
13,"Walker, Taylor",18,6.0,2,20,7.0,4.0,2.0,1.0,,3.0,1.0,2.0,3.0,,3.0,7,13,2.0,5.0,3.0,,1.0,90.0
24,"Worrell, Josh",15,3.0,5,20,,,,5.0,13.0,,,5.0,,1.0,,6,8,,,6.0,,,95.0
Totals,Totals,231,92.0,156,387,16.0,16.0,50.0,69.0,55.0,56.0,42.0,64.0,22.0,20.0,6.0,155,215,18.0,20.0,53.0,3.0,12.0,
Opposition,Opposition,196,56.0,124,320,9.0,11.0,31.0,56.0,39.0,65.0,34.0,62.0,20.0,22.0,,137,156,13.0,7.0,42.0,11.0,6.0,
