Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",21y 173d,31 (22-1-8 72.58%),4 (0.13),←,
21,"Akermanis, Jason",32y 33d,293 (176-6-111 61.09%),378 (1.29),45 (25-2-18 57.78%),71 (1.58)
5,"Boyd, Matthew",26y 214d,116 (55-2-59 48.28%),35 (0.30),←,
17,"Cooney, Adam",23y 180d,113 (55-2-56 49.56%),114 (1.01),←,
4,"Cross, Daniel",25y 364d,111 (52-3-56 48.20%),20 (0.18),←,
10,"Eagleton, Nathan",30y 139d,237 (109-5-123 47.05%),202 (0.85),181 (83-3-95 46.69%),157 (0.87)
3,"Everitt, Andrejs",20y 16d,18 (10-1-7 58.33%),4 (0.22),←,
13,"Giansiracusa, Daniel",27y 18d,151 (65-4-82 44.37%),153 (1.01),←,
9,"Gilbee, Lindsay",27y 264d,141 (67-2-72 48.23%),80 (0.57),←,
16,"Griffen, Ryan",22y 245d,76 (44-1-31 58.55%),37 (0.49),←,
8,"Hahn, Mitch",27y 323d,138 (63-2-73 46.38%),116 (0.84),←,
25,"Hargrave, Ryan",27y 246d,142 (64-4-74 46.48%),34 (0.24),←,
7,"Higgins, Shaun",21y 25d,33 (18-1-14 56.06%),35 (1.06),←,
20,"Hill, Josh",20y 69d,20 (13-1-6 67.50%),16 (0.80),←,
15,"Hudson, Ben",30y 33d,79 (49-1-29 62.66%),8 (0.10),24 (17-1-6 72.92%),2 (0.08)
6,"Johnson, Brad",32y 254d,325 (154-7-164 48.46%),512 (1.58),←,
36,"Lake, Brian",27y 30d,123 (55-2-66 45.53%),13 (0.11),←,
27,"Minson, Will",23y 352d,67 (39-1-27 58.96%),32 (0.48),←,
38,"Morris, Dale",26y 90d,88 (50-2-36 57.95%),1 (0.01),←,
35,"Tiller, Stephen",22y 3d,17 (9-1-7 55.88%),7 (0.41),←,
14,"Ward, Callan",18y 353d,7 (5-0-2 71.43%),3 (0.43),←,
12,"Williams, Tom",22y 255d,20 (11-1-8 57.50%),1 (0.05),←,
Totals,Totals,25y 134d,2346 (1185-50-1111 50.51%),1805 (0.77),,
C,"Eade, Rodney",50y 359d,246 (132-4-110 54.47%),,94 (51-2-41 55.32%),
