Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
24,"Biggs, Shane",25y 330d,51 (33-0-18 64.71%),7 (0.14),45 (30-0-15 66.67%),7 (0.16)
4,"Bontempelli, Marcus",21y 219d,77 (44-0-33 57.14%),72 (0.94),←,
15,"Campbell, Tom",25y 241d,41 (18-0-23 43.90%),22 (0.54),←,
12,"Cordy, Zaine",20y 247d,22 (14-0-8 63.64%),8 (0.36),←,
6,"Dahlhaus, Luke",24y 314d,129 (61-0-68 47.29%),101 (0.78),←,
31,"Dale, Bailey",20y 344d,22 (11-0-11 50.00%),13 (0.59),←,
35,"Daniel, Caleb",20y 359d,46 (29-0-17 63.04%),21 (0.46),←,
29,"Dickson, Tory",29y 278d,85 (42-0-43 49.41%),144 (1.69),←,
22,"Honeychurch, Mitch",22y 121d,19 (10-0-9 52.63%),11 (0.58),←,
7,"Hunter, Lachie",22y 200d,76 (41-0-35 53.95%),37 (0.49),←,
39,"Johannisen, Jason",24y 235d,78 (39-0-39 50.00%),23 (0.29),←,
11,"Macrae, Jack",22y 332d,91 (48-0-43 52.75%),21 (0.23),←,
16,"McLean, Toby",21y 151d,30 (20-0-10 66.67%),24 (0.80),←,
38,"Morris, Dale",34y 184d,236 (130-2-104 55.51%),3 (0.01),←,
2,"Murphy, Robert",35y 22d,305 (136-4-165 45.25%),179 (0.59),←,
42,"Picken, Liam",30y 334d,190 (95-0-95 50.00%),74 (0.39),←,
43,"Redpath, Jack",26y 200d,29 (18-0-11 62.07%),50 (1.72),←,
23,"Roughead, Jordan",26y 240d,118 (56-0-62 47.46%),26 (0.22),←,
9,"Stringer, Jake",23y 67d,85 (47-0-38 55.29%),158 (1.86),←,
1,"Suckling, Matt",28y 341d,133 (95-0-38 71.43%),64 (0.48),31 (20-0-11 64.52%),13 (0.42)
3,"Wallis, Mitch",24y 250d,99 (44-0-55 44.44%),46 (0.46),←,
10,"Wood, Easton",27y 300d,121 (65-0-56 53.72%),18 (0.15),←,
Totals,Totals,25y 208d,2083 (1096-6-981 52.62%),1122 (0.54),,
C,"Beveridge, Luke",46y 312d,63 (40-0-23 63.49%),,←,
