0,1,2,3,4,5,6
←,"Round: 3 Venue: Victoria Park Date: Sat, 4-Apr-1992 2:10 PM Attendance: 25432","Round: 3 Venue: Victoria Park Date: Sat, 4-Apr-1992 2:10 PM Attendance: 25432","Round: 3 Venue: Victoria Park Date: Sat, 4-Apr-1992 2:10 PM Attendance: 25432","Round: 3 Venue: Victoria Park Date: Sat, 4-Apr-1992 2:10 PM Attendance: 25432","Round: 3 Venue: Victoria Park Date: Sat, 4-Apr-1992 2:10 PM Attendance: 25432",→
←,Collingwood,5.6.36,9.10.64,12.12.84,17.14.116,→
←,Sydney,3.5.23,5.7.37,8.14.62,13.19.97,→
←,Qrt margin,CW by 13,CW by 27,CW by 22,CW by 19,→
←,Qrt scores,CW 36-23,CW 28-14,SY 25-20,SY 35-32,→
←,Field umpires,"Gavin Dore (71), John Harvey (10)","Gavin Dore (71), John Harvey (10)","Gavin Dore (71), John Harvey (10)","Gavin Dore (71), John Harvey (10)",→
