Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",14,5,5,19,,1.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,2.0,,8.0,10.0,1.0,1.0,5.0,,,
15,"Cameron, Leon",12,5,4,16,,,,3.0,3.0,4.0,1.0,2.0,,,,2.0,14.0,,,,1.0,,
9,"Campbell, Wayne",9,5,12,21,,1.0,1.0,7.0,1.0,4.0,6.0,1.0,1.0,,,9.0,14.0,1.0,1.0,2.0,,,
6,"Chaffey, Mark",8,2,6,14,,,,,2.0,3.0,1.0,3.0,,,,4.0,10.0,,,3.0,,,
24,"Coughlan, Mark",3,2,3,6,,,,3.0,,,,2.0,1.0,1.0,,3.0,5.0,,,,,,
43,"Ednie, Craig",7,4,10,17,1,,,3.0,,,5.0,1.0,1.0,,,8.0,9.0,,1.0,3.0,,,
14,"Fiora, Aaron",4,4,3,7,1,,,3.0,,2.0,2.0,2.0,,1.0,,2.0,7.0,,1.0,1.0,1.0,,
2,"Gaspar, Darren",9,4,4,13,,,,2.0,3.0,1.0,,1.0,,1.0,,4.0,9.0,,,6.0,,,
20,"Hall, Ray",2,1,8,10,,,4.0,2.0,2.0,,5.0,1.0,1.0,1.0,,11.0,3.0,,,3.0,,,
23,"Houlihan, Adam",9,4,4,13,1,,,3.0,,3.0,2.0,1.0,,,,5.0,7.0,2.0,1.0,1.0,,,
17,"Hudson, Paul",2,2,1,3,,,,,,,,2.0,,1.0,,,3.0,,,,,,
39,"Kellaway, Andrew",7,5,5,12,,,,1.0,2.0,,,3.0,,1.0,,2.0,6.0,2.0,,,1.0,,
21,"King, Clinton",5,3,4,9,1,,,,,1.0,,1.0,1.0,,,3.0,6.0,1.0,,3.0,,,
33,"Knights, Matthew",6,4,8,14,,2.0,,2.0,2.0,3.0,,,,,,5.0,9.0,,2.0,2.0,,,
5,"Ottens, Brad",13,9,8,21,3,,18.0,2.0,,5.0,2.0,5.0,1.0,1.0,,14.0,9.0,5.0,3.0,6.0,,,
8,"Pettifer, Kayne",4,3,,4,,2.0,,,,2.0,1.0,,,,,,4.0,,1.0,,,,
12,"Richardson, Matthew",4,2,,4,2,,1.0,,,1.0,,1.0,,1.0,,3.0,1.0,1.0,1.0,,,,
18,"Rodan, David",5,1,4,9,,,,2.0,1.0,1.0,1.0,3.0,,1.0,,5.0,3.0,,,2.0,3.0,,
32,"Tivendale, Greg",17,1,3,20,2,,1.0,5.0,3.0,3.0,2.0,1.0,,1.0,,3.0,18.0,,,,2.0,,
29,"Torney, Jason",12,7,6,18,,,,3.0,1.0,3.0,1.0,1.0,1.0,1.0,,7.0,10.0,2.0,,1.0,,,
41,"Vardy, Royce",6,3,1,7,,,,,6.0,1.0,,1.0,1.0,1.0,,2.0,6.0,,,11.0,,,
36,"Zantuck, Ty",6,3,10,16,,,,4.0,4.0,,1.0,1.0,,,,7.0,9.0,,,,2.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,164,79,109,273,11,7.0,28.0,48.0,34.0,41.0,31.0,37.0,10.0,14.0,,107.0,172.0,15.0,12.0,49.0,10.0,,
Opposition,Opposition,196,78,131,327,14,21.0,33.0,58.0,25.0,60.0,38.0,32.0,14.0,10.0,6.0,128.0,203.0,10.0,14.0,50.0,19.0,,
