Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Amartey, Joel",24y 195d,30 (19-1-10 65.00%),31 (1.03),←,
22,"Blakey, Nick",24y 17d,104 (55-1-48 53.37%),34 (0.33),←,
16,"Campbell, Braeden",22y 40d,50 (29-1-20 59.00%),11 (0.22),←,
7,"Cunningham, Harry",30y 100d,187 (110-1-76 59.09%),51 (0.27),←,
13,"Florent, Oliver",25y 237d,144 (78-1-65 54.51%),43 (0.30),←,
42,"Fox, Robbie",30y 334d,89 (45-1-43 51.12%),11 (0.12),←,
4,"Grundy, Brodie",29y 335d,196 (101-2-93 52.04%),70 (0.36),2 (2-0-0 100.00%),
21,"Gulden, Errol",21y 241d,69 (44-1-24 64.49%),54 (0.78),←,
9,"Hayward, Will",25y 141d,139 (76-1-62 55.04%),161 (1.16),←,
5,"Heeney, Isaac",27y 315d,179 (113-1-65 63.41%),230 (1.28),←,
17,"Jordon, James",23y 86d,67 (50-1-16 75.37%),17 (0.25),2 (2-0-0 100.00%),
44,"Lloyd, Jake",30y 177d,225 (137-1-87 61.11%),36 (0.16),←,
30,"McCartin, Tom",24y 76d,112 (64-0-48 57.14%),28 (0.25),←,
6,"McDonald, Logan",21y 346d,46 (30-1-15 66.30%),61 (1.33),←,
27,"McInerney, Justin",23y 210d,74 (43-1-30 58.78%),33 (0.45),←,
2,"McLean, Hayden",25y 55d,55 (29-1-25 53.64%),51 (0.93),←,
43,"Melican, Lewis",27y 132d,62 (32-1-29 52.42%),1 (0.02),←,
11,"Papley, Tom",27y 246d,166 (97-1-68 58.73%),260 (1.57),←,
24,"Rampe, Dane",33y 287d,232 (148-2-82 64.22%),7 (0.03),←,
34,"Roberts, Matt",20y 228d,9 (7-0-2 77.78%),1 (0.11),←,
8,"Rowbottom, James",23y 178d,95 (51-1-43 54.21%),29 (0.31),←,
1,"Warner, Chad",22y 301d,62 (38-0-24 61.29%),47 (0.76),←,
15,"Wicks, Sam",24y 183d,52 (33-0-19 63.46%),36 (0.69),←,
Totals,Totals,25y 257d,2444 (1429-21-994 58.47%),1303 (0.53),,
C,"Longmire, John",53y 75d,309 (191-3-115 62.30%),,←,
