Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
36,"Garlett, Jeff",27y 248d,149 (74-1-74 50.00%),259 (1.74),42 (17-0-25 40.48%),76 (1.81)
11,"Gawn, Max",25y 99d,64 (21-0-43 32.81%),35 (0.55),←,
19,"Hannan, Mitch",23y 30d,3 (2-0-1 66.67%),3 (1.00),←,
43,"Harmes, James",21y 185d,29 (13-0-16 44.83%),16 (0.55),←,
29,"Hunt, Jayden",22y 5d,22 (11-0-11 50.00%),4 (0.18),←,
39,"Jetta, Neville",27y 55d,97 (27-2-68 28.87%),23 (0.24),←,
2,"Jones, Nathan",29y 78d,226 (60-3-163 27.21%),108 (0.48),←,
16,"Kent, Dean",23y 43d,53 (15-0-38 28.30%),51 (0.96),←,
28,"McDonald, Oscar",21y 21d,20 (10-0-10 50.00%),,←,
25,"McDonald, Tom",24y 202d,107 (30-0-77 28.04%),8 (0.07),←,
18,"Melksham, Jake",25y 222d,117 (54-1-62 46.58%),57 (0.49),3 (2-0-1 66.67%),
30,"Neal-Bullen, Alex",21y 89d,18 (7-0-11 38.89%),10 (0.56),←,
13,"Oliver, Clayton",19y 260d,16 (9-0-7 56.25%),6 (0.38),←,
5,"Petracca, Christian",21y 94d,20 (9-0-11 45.00%),16 (0.80),←,
3,"Salem, Christian",21y 267d,33 (11-0-22 33.33%),9 (0.27),←,
38,"Smith, Tim",26y 47d,1 (0-0-1 0.00%),1 (1.00),←,
15,"Stretch, Billy",20y 212d,30 (12-0-18 40.00%),7 (0.23),←,
12,"Tyson, Dom",23y 304d,73 (20-0-53 27.40%),38 (0.52),60 (19-0-41 31.67%),34 (0.57)
23,"Vince, Bernie",31y 188d,195 (88-0-107 45.13%),111 (0.57),66 (20-0-46 30.30%),31 (0.47)
7,"Viney, Jack",22y 360d,73 (22-0-51 30.14%),19 (0.26),←,
4,"Watts, Jack",26y 13d,140 (40-2-98 29.29%),126 (0.90),←,
26,"Weideman, Sam",19y 286d,6 (3-0-3 50.00%),6 (1.00),←,
Totals,Totals,23y 316d,1492 (538-9-945 36.06%),913 (0.61),,
C,"Goodwin, Simon",40y 103d,4 (2-0-2 50.00%),,3 (2-0-1 66.67%),
