Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
9,"Bizzell, Clint",24y 10d,49 (21-1-27 43.88%),38 (0.78),←,
8,"Burns, Ronnie",27y 117d,97 (52-2-43 54.64%),174 (1.79),←,
14,"Clarke, David",20y 54d,30 (14-1-15 48.33%),18 (0.60),←,
11,"Corey, Joel",18y 142d,2 (1-0-1 50.00%),1 (0.50),←,
7,"Graham, Ben",26y 249d,125 (76-1-48 61.20%),33 (0.26),←,
37,"Harley, Tom",21y 356d,28 (16-1-11 58.93%),1 (0.04),27 (15-1-11 57.41%),
32,"Hocking, Garry",31y 274d,252 (140-3-109 56.15%),227 (0.90),←,
3,"Houlihan, Adam",22y 93d,43 (27-1-15 63.95%),54 (1.26),←,
13,"Kilpatrick, Glenn",27y 314d,109 (60-1-48 55.50%),27 (0.25),83 (46-1-36 56.02%),23 (0.28)
1,"King, Steven",21y 229d,81 (42-1-38 52.47%),36 (0.44),←,
45,"Ling, Cameron",19y 132d,8 (4-1-3 56.25%),3 (0.38),←,
17,"McGrath, Tim",29y 275d,202 (120-2-80 59.90%),16 (0.08),195 (116-2-77 60.00%),16 (0.08)
31,"Mensch, David",27y 329d,136 (83-1-52 61.40%),154 (1.13),←,
39,"Milburn, Darren",23y 84d,58 (27-0-31 46.55%),34 (0.59),←,
21,"Mooney, Cameron",20y 286d,13 (11-0-2 84.62%),3 (0.23),2 (1-0-1 50.00%),1 (0.50)
27,"Sanderson, Brenton",26y 132d,120 (63-2-55 53.33%),27 (0.22),110 (61-2-47 56.36%),22 (0.20)
30,"Scarlett, Matthew",21y 33d,22 (14-0-8 63.64%),2 (0.09),←,
12,"Sholl, Brad",27y 241d,130 (73-2-55 56.92%),37 (0.28),128 (73-2-53 57.81%),37 (0.29)
4,"Snell, Jason",22y 347d,60 (32-0-28 53.33%),57 (0.95),←,
6,"Spriggs, David",19y 165d,16 (9-1-6 59.38%),4 (0.25),←,
20,"Steinfort, Carl",23y 98d,60 (31-0-29 51.67%),19 (0.32),←,
40,"Wojcinski, David",19y 294d,9 (5-0-4 55.56%),1 (0.11),←,
Totals,Totals,23y 293d,1650 (921-21-708 55.82%),966 (0.59),,
C,"Thompson, Mark",36y 232d,18 (10-1-7 58.33%),,←,
