Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
21,"Akermanis, Jason",30y 168d,265 (159-5-101 60.94%),324 (1.22),17 (8-1-8 50.00%),17 (1.00)
5,"Boyd, Matthew",24y 349d,87 (38-1-48 44.25%),28 (0.32),←,
17,"Cooney, Adam",21y 315d,84 (38-1-45 45.83%),87 (1.04),←,
4,"Cross, Daniel",24y 134d,82 (35-2-45 43.90%),14 (0.17),←,
14,"Darcy, Luke",32y 30d,223 (99-5-119 45.52%),178 (0.80),←,
10,"Eagleton, Nathan",28y 274d,210 (94-4-112 45.71%),180 (0.86),154 (68-2-84 44.81%),135 (0.88)
29,"Everitt, Andrejs",18y 151d,6 (2-1-3 41.67%),4 (0.67),←,
13,"Giansiracusa, Daniel",25y 153d,122 (48-3-71 40.57%),116 (0.95),←,
3,"Grant, Chris",34y 241d,340 (173-6-161 51.76%),553 (1.63),←,
25,"Hargrave, Ryan",26y 16d,113 (47-3-63 42.92%),32 (0.28),←,
19,"Higgins, Shaun",19y 160d,24 (13-1-10 56.25%),28 (1.17),←,
36,"Lake, Brian",25y 165d,94 (38-1-55 40.96%),9 (0.10),←,
32,"McDougall, Andrew",24y 43d,41 (23-0-18 56.10%),49 (1.20),3 (1-0-2 33.33%),1 (0.33)
23,"McMahon, Jordan",24y 76d,113 (45-3-65 41.15%),37 (0.33),←,
38,"Morris, Dale",24y 225d,59 (33-1-25 56.78%),1 (0.02),←,
2,"Murphy, Robert",25y 63d,124 (48-3-73 39.92%),94 (0.76),←,
15,"Power, Sam",24y 40d,81 (28-2-51 35.80%),16 (0.20),←,
1,"Ray, Farren",21y 141d,60 (28-1-31 47.50%),27 (0.45),←,
34,"Skipper, Wayde",24y 163d,41 (17-2-22 43.90%),18 (0.44),←,
35,"Tiller, Stephen",20y 138d,3 (0-1-2 16.67%),3 (1.00),←,
7,"West, Scott",32y 270d,317 (148-5-164 47.48%),104 (0.33),←,
12,"Williams, Tom",21y 25d,10 (5-1-4 55.00%),,←,
Totals,Totals,25y 69d,2499 (1159-52-1288 46.38%),1902 (0.76),,
C,"Eade, Rodney",49y 129d,217 (115-3-99 53.69%),,65 (34-1-30 53.08%),
