Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",26,3,5,31,2,,,4.0,,,,,2.0,2.0,,,,,,,,,
34,"Boyd, Brad",7,1,4,11,,,,,,,,,1.0,1.0,,,,,,,,,
17,"Broderick, Paul",13,3,14,27,1,1.0,,2.0,,,,,1.0,,,,,,,,,,
2,"Dundas, Matthew",10,2,18,28,2,1.0,,6.0,,,,,,1.0,,,,,,,,,
18,"Dunstan, Michael",5,1,1,6,,,,1.0,,,,,2.0,1.0,,,,,,,,,
28,"Elliott, Jamie",13,3,8,21,1,1.0,,3.0,,,,,1.0,,,,,,,,,,
7,"Gale, Michael",5,,6,11,,1.0,,1.0,,,,,,2.0,,,,,,,,,
6,"Guard, Jeremy",7,,8,15,,,,3.0,,,,,2.0,,,,,,,,,,
11,"Lynch, Alastair",15,9,8,23,3,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
29,"Lyon, Ross",5,4,6,11,,,,2.0,,,,,,2.0,,,,,,,,,
30,"Manson, James",8,8,8,16,1,,7.0,1.0,,,,,3.0,2.0,,,,,,,,,
25,"McCarthy, John",17,7,8,25,1,1.0,,4.0,,,,,3.0,1.0,,,,,,,,,
43,"Morton, Danny",3,2,2,5,,,,1.0,,,,,,1.0,,,,,,,,,
4,"Paxman, Stephen",2,3,2,4,,,,,,,,,,1.0,,,,,,,,,
9,"Sartori, Peter",3,2,4,7,,,1.0,,,,,,1.0,,,,,,,,,,
33,"Stephens, Brett",10,4,13,23,,1.0,,,,,,,1.0,2.0,,,,,,,,,
13,"Stevenson, Shayne",12,2,1,13,,,,1.0,,,,,1.0,,,,,,,,,,
12,"Wheildon, Darren",13,7,5,18,4,3.0,2.0,2.0,,,,,2.0,1.0,,,,,,,,,
8,"Wynd, Jim",17,6,6,23,,,,1.0,,,,,1.0,1.0,,,,,,,,,
16,"Zanotti, Mark",15,1,2,17,,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,68,129,335,15,16.0,10.0,36.0,,,,,24.0,22.0,,,,,,,,,
Opposition,Opposition,189,47,110,299,16,17.0,25.0,30.0,,,,,22.0,24.0,6.0,,,,,,,,
