Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",28y 258d,124 (68-1-55 55.24%),443 (3.57),118 (63-1-54 53.81%),433 (3.67)
16,"Brownless, Bill",23y 139d,73 (37-1-35 51.37%),138 (1.89),←,
19,"Bruns, Neville",31y 256d,199 (107-1-91 54.02%),156 (0.78),←,
7,"Couch, Paul",25y 332d,107 (58-0-49 54.21%),87 (0.81),←,
17,"Exell, Gavin",27y 243d,41 (24-1-16 59.76%),88 (2.15),←,
14,"Flanigan, Darren",28y 100d,122 (61-0-61 50.00%),48 (0.39),←,
4,"Fletcher, Adrian",20y 249d,13 (7-0-6 53.85%),7 (0.54),←,
25,"Hamilton, Shane",19y 302d,18 (10-0-8 55.56%),36 (2.00),←,
39,"Hinkley, Ken",23y 259d,19 (7-0-12 36.84%),38 (2.00),8 (3-0-5 37.50%),17 (2.13)
32,"Hocking, Garry",21y 251d,46 (27-1-18 59.78%),29 (0.63),←,
1,"Hocking, Steve",25y 149d,116 (60-0-56 51.72%),7 (0.06),←,
2,"Lindner, Bruce",28y 361d,64 (30-1-33 47.66%),139 (2.17),←,
12,"Malakellis, Spiro",22y 54d,25 (16-0-9 64.00%),11 (0.44),←,
11,"Morgan, Darren",25y 67d,90 (47-0-43 52.22%),68 (0.76),←,
20,"Rogers, Andrew",25y 305d,35 (23-0-12 65.71%),3 (0.09),27 (18-0-9 66.67%),2 (0.07)
6,"Russell, Dwayne",25y 104d,41 (19-1-21 47.56%),39 (0.95),←,
23,"Schulze, Michael",27y 229d,80 (42-1-37 53.13%),10 (0.13),←,
8,"Scott, Robert",21y 107d,67 (37-1-29 55.97%),81 (1.21),←,
9,"Sterrett, Ray",25y 84d,11 (7-0-4 63.64%),5 (0.45),←,
26,"Stoneham, Barry",22y 127d,76 (41-1-34 54.61%),68 (0.89),←,
Totals,Totals,25y 16d,1367 (728-10-629 53.26%),1501 (1.10),,
C,"Blight, Malcolm",40y 120d,54 (30-0-24 55.56%),,38 (24-0-14 63.16%),
