Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Anthony, John",7,5,3,10,3,,,1.0,,2.0,,3.0,,1.0,,4.0,5.0,1.0,,2.0,,,84.0
16,"Brown, Nathan",11,2,3,14,,,,2.0,2.0,2.0,,5.0,,1.0,,6.0,8.0,,,10.0,,,94.0
40,"Bryan, Chris",9,6,2,11,,,19.0,4.0,2.0,4.0,2.0,7.0,1.0,4.0,,3.0,9.0,1.0,,2.0,2.0,,58.0
17,"Burns, Scott",10,4,13,23,,,,1.0,,5.0,7.0,5.0,1.0,1.0,,14.0,10.0,,,2.0,,,78.0
18,"Clarke, Martin",14,6,7,21,,,,2.0,7.0,,,,,,,6.0,11.0,,,6.0,1.0,,100.0
32,"Cloke, Travis",12,9,2,14,1,4.0,1.0,2.0,,6.0,,3.0,1.0,2.0,,2.0,12.0,1.0,4.0,4.0,,,89.0
29,"Cook, Ryan",9,4,4,13,,1.0,,3.0,1.0,1.0,3.0,3.0,,2.0,,5.0,9.0,,,,1.0,,82.0
1,"Davis, Leon",18,7,7,25,2,3.0,,3.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,11.0,15.0,,1.0,,6.0,1.0,83.0
31,"Dawes, Chris",7,6,,7,2,1.0,,,,,,3.0,,1.0,,2.0,5.0,2.0,4.0,1.0,,,88.0
25,"Fraser, Josh",12,11,8,20,,,22.0,4.0,1.0,1.0,2.0,1.0,1.0,,,5.0,15.0,1.0,,2.0,,1.0,58.0
38,"Goldsack, Tyson",2,2,2,4,,,,7.0,,,,,1.0,,,2.0,2.0,,,1.0,,,82.0
24,"Lockyer, Tarkyn",14,3,5,19,2,,,1.0,1.0,5.0,,3.0,,1.0,,4.0,17.0,,1.0,1.0,1.0,,81.0
8,"Lumumba, Heritier",13,6,5,18,,,,3.0,6.0,,,2.0,1.0,,1.0,7.0,11.0,,,4.0,4.0,,100.0
5,"Maxwell, Nick",6,3,5,11,,,1.0,5.0,1.0,1.0,2.0,,2.0,,,4.0,5.0,,,4.0,,,87.0
27,"McCarthy, John",6,2,8,14,,1.0,,3.0,,1.0,1.0,2.0,2.0,1.0,,9.0,5.0,,,,,,58.0
7,"Medhurst, Paul",14,6,2,16,,,,1.0,,8.0,2.0,1.0,1.0,,,8.0,7.0,2.0,1.0,4.0,,2.0,90.0
10,"Pendlebury, Scott",13,5,10,23,,,,3.0,,1.0,2.0,2.0,1.0,,,7.0,15.0,,,1.0,3.0,,80.0
36,"Swan, Dane",20,6,5,25,3,1.0,,1.0,1.0,3.0,9.0,2.0,,,,14.0,11.0,2.0,1.0,1.0,,1.0,77.0
13,"Thomas, Dale",13,7,9,22,1,,,3.0,,3.0,1.0,4.0,1.0,1.0,,13.0,10.0,2.0,,,8.0,,78.0
34,"Toovey, Alan",10,5,5,15,,,,2.0,,3.0,3.0,1.0,,,,6.0,9.0,,,1.0,,1.0,97.0
14,"Wakelin, Shane",13,8,5,18,,,,2.0,2.0,,1.0,1.0,,,,3.0,13.0,,,7.0,,,87.0
21,"Wellingham, Sharrod",7,2,5,12,,,,6.0,2.0,2.0,,2.0,,,,2.0,10.0,,,1.0,1.0,,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,240,115,115,355,14,13.0,43.0,59.0,27.0,53.0,37.0,52.0,14.0,16.0,3.0,137.0,214.0,12.0,12.0,54.0,27.0,6.0,
Opposition,Opposition,179,82,160,339,12,11.0,28.0,59.0,35.0,44.0,34.0,51.0,16.0,14.0,3.0,121.0,220.0,9.0,11.0,61.0,16.0,11.0,
