Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Blakey, Nick",,,,,,,,,,,,,,,,,,,,,,,
7,"Cunningham, Harry",15,7,7,22,,,,2.0,,2.0,1.0,2.0,1.0,,,8.0,15.0,,,3.0,,1.0,84.0
34,"Dawson, Jordan",19,9,2,21,,,,3.0,5.0,3.0,,2.0,,2.0,,4.0,16.0,1.0,,8.0,1.0,,88.0
13,"Florent, Oliver",10,3,7,17,,,,6.0,,2.0,3.0,1.0,2.0,,,7.0,8.0,,,1.0,,,74.0
42,"Fox, Robbie",10,6,9,19,,,,2.0,6.0,2.0,2.0,2.0,,1.0,,7.0,13.0,,,6.0,1.0,,92.0
23,"Franklin, Lance",5,3,1,6,,,,5.0,,3.0,,1.0,1.0,,,4.0,2.0,2.0,1.0,1.0,,,80.0
21,"Gulden, Errol",6,,3,9,,,,6.0,,5.0,1.0,4.0,2.0,2.0,,7.0,3.0,,,,,2.0,76.0
9,"Hayward, Will",8,4,7,15,2,1.0,,4.0,,2.0,,4.0,1.0,1.0,,5.0,9.0,,1.0,1.0,,,94.0
31,"Hickey, Tom",9,,7,16,1,,16.0,4.0,,5.0,6.0,3.0,,2.0,,14.0,3.0,,,6.0,,,80.0
12,"Kennedy, Josh",13,4,9,22,,,,7.0,2.0,4.0,5.0,2.0,,,,8.0,14.0,,2.0,,1.0,1.0,70.0
44,"Lloyd, Jake",20,7,8,28,1,,,3.0,7.0,4.0,1.0,2.0,,,,3.0,19.0,,,1.0,,,84.0
30,"McCartin, Tom",10,3,4,14,,,,1.0,4.0,,1.0,1.0,1.0,,,8.0,5.0,1.0,,7.0,,,95.0
27,"McInerney, Justin",10,6,5,15,1,,,1.0,,1.0,1.0,1.0,,,,3.0,11.0,,,2.0,,,72.0
41,"McLean, Hayden",5,5,1,6,,,,2.0,,1.0,,1.0,,1.0,,4.0,2.0,3.0,,,,,93.0
14,"Mills, Callum",14,2,19,33,1,,,10.0,2.0,1.0,6.0,5.0,1.0,,1.0,18.0,16.0,,1.0,3.0,,,83.0
38,"ORiordan, Colin",6,3,3,9,,,,2.0,,,,1.0,1.0,,,5.0,4.0,,,3.0,,,71.0
11,"Papley, Tom",14,5,3,17,1,3.0,,3.0,,7.0,2.0,5.0,1.0,2.0,,8.0,9.0,1.0,1.0,2.0,2.0,,95.0
26,"Parker, Luke",16,4,16,32,,,,5.0,1.0,7.0,7.0,4.0,1.0,,,16.0,15.0,1.0,,1.0,,1.0,81.0
24,"Rampe, Dane",12,7,9,21,,,,1.0,6.0,1.0,,2.0,2.0,,,7.0,13.0,1.0,,3.0,,,87.0
8,"Rowbottom, James",12,4,10,22,,,,12.0,2.0,2.0,,6.0,2.0,1.0,,9.0,15.0,,,2.0,1.0,,63.0
18,"Sinclair, Callum",4,2,4,8,1,,12.0,3.0,,,1.0,5.0,,1.0,,5.0,6.0,,,5.0,,,76.0
1,"Warner, Chad",9,3,6,15,,,,4.0,1.0,4.0,1.0,3.0,,,,7.0,8.0,1.0,,,,1.0,83.0
45,"Wicks, Sam",7,,6,13,,1.0,,6.0,,2.0,1.0,3.0,1.0,2.0,,8.0,5.0,,,1.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,234,87,146,380,8,10.0,28.0,92.0,36.0,58.0,39.0,60.0,17.0,15.0,1.0,165.0,211.0,11.0,6.0,56.0,6.0,6.0,
Opposition,Opposition,193,56,179,372,10,7.0,53.0,76.0,49.0,46.0,37.0,63.0,15.0,17.0,5.0,159.0,205.0,4.0,9.0,48.0,3.0,7.0,
