Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",21y 273d,55 (28-0-27 50.91%),22 (0.40),←,
20,"Brogan, Dean",31y 138d,147 (90-1-56 61.56%),47 (0.32),←,
27,"Carlile, Alipate",23y 1d,59 (27-0-32 45.76%),3 (0.05),←,
2,"Carr, Josh",30y 2d,202 (124-1-77 61.63%),108 (0.53),119 (84-1-34 71.01%),64 (0.54)
1,"Cassisi, Domenic",27y 221d,155 (87-1-67 56.45%),65 (0.42),←,
30,"Chaplin, Troy",24y 67d,86 (41-1-44 48.26%),9 (0.10),←,
35,"Cornes, Chad",30y 170d,222 (131-1-90 59.23%),162 (0.73),←,
18,"Cornes, Kane",27y 116d,190 (109-1-80 57.63%),77 (0.41),←,
41,"Davenport, Jason",24y 239d,15 (7-0-8 46.67%),15 (1.00),←,
33,"Ebert, Brett",26y 164d,124 (61-1-62 49.60%),185 (1.49),←,
17,"Gray, Robbie",22y 32d,38 (16-0-22 42.11%),59 (1.55),←,
8,"Hartlett, Hamish",19y 260d,13 (6-0-7 46.15%),5 (0.38),←,
23,"Lobbe, Matthew",21y 78d,2 (2-0-0 100.00%),,←,
6,"Pearce, Danyle",24y 24d,99 (46-0-53 46.46%),59 (0.60),←,
15,"Rodan, David",26y 205d,134 (53-0-81 39.55%),107 (0.80),69 (34-0-35 49.28%),64 (0.93)
3,"Salopek, Steven",24y 314d,100 (52-0-48 52.00%),45 (0.45),←,
28,"Schulz, Jay",25y 13d,76 (28-2-46 38.16%),64 (0.84),5 (4-0-1 80.00%),6 (1.20)
14,"Stewart, Paul",22y 295d,23 (9-0-14 39.13%),1 (0.04),←,
9,"Surjan, Jacob",24y 259d,93 (48-0-45 51.61%),12 (0.13),←,
21,"Thomas, Matt",23y 63d,35 (13-0-22 37.14%),9 (0.26),←,
16,"Tredrea, Warren",31y 128d,254 (144-2-108 57.09%),549 (2.16),←,
39,"Westhoff, Justin",23y 212d,56 (27-0-29 48.21%),80 (1.43),←,
Totals,Totals,25y 99d,2178 (1149-11-1018 52.75%),1683 (0.77),,
C,"Williams, Mark",51y 253d,264 (149-2-113 56.82%),,←,
