North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Brayshaw, Mark",11,1,7,18,,,,2.0,,,,,2.0,2.0,,,,,,,,,
18,"Carey, Wayne",10,5,4,14,2,1.0,,,,,,,2.0,1.0,,,,,,,,,
30,"Chandler, Jeff",6,,8,14,,,,1.0,,,,,2.0,,,,,,,,,,
6,"Fairley, Ian",15,1,6,21,,,,1.0,,,,,5.0,,,,,,,,,,
31,"Gallagher, Michael",3,1,3,6,,,4.0,,,,,,,,,,,,,,,,
29,"German, Peter",17,5,15,32,3,1.0,,1.0,,,,,,,,,,,,,,,
26,"Harris, Darren",2,1,,2,,,6.0,,,,,,,1.0,,,,,,,,,
9,"Larkin, Matthew",15,3,9,24,1,,,,,,,,2.0,,,,,,,,,,
35,"Longmire, John",5,4,2,7,2,2.0,,1.0,,,,,,1.0,,,,,,,,,
4,"Martyn, Mick",5,2,8,13,,,,1.0,,,,,2.0,,,,,,,,,,
16,"McCarthy, John",9,7,3,12,2,,,1.0,,,,,,1.0,,,,,,,,,
19,"McRae, Dean",5,1,2,7,,,,2.0,,,,,1.0,3.0,,,,,,,,,
3,"Rock, Anthony",14,2,9,23,2,1.0,,2.0,,,,,3.0,4.0,,,,,,,,,
2,"Schwass, Wayne",14,3,6,20,,1.0,,2.0,,,,,,5.0,,,,,,,,,
24,"Sholl, Craig",10,4,8,18,1,1.0,,1.0,,,,,2.0,,,,,,,,,,
15,"Smith, Ross",9,4,7,16,,,,,,,,,1.0,,,,,,,,,,
32,"Smith, Shaun",7,2,2,9,1,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
1,"Spargo, Paul",13,2,8,21,2,,,1.0,,,,,3.0,2.0,,,,,,,,,
17,"Staritski, Justin",7,4,9,16,,,,,,,,,1.0,1.0,,,,,,,,,
10,"Stevens, Anthony",6,,4,10,1,,,,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,52,120,303,17,10.0,10.0,19.0,,,,,29.0,22.0,,,,,,,,,
Opposition,Opposition,217,55,104,321,28,14.0,21.0,20.0,,,,,22.0,29.0,6.0,,,,,,,,
