Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
18,"Cameron, Leon",25y 332d,149 (81-2-66 55.03%),59 (0.40),←,
26,"Cox, Simon",21y 187d,22 (11-0-11 50.00%),9 (0.41),←,
16,"Croft, Matthew",25y 155d,81 (47-2-32 59.26%),42 (0.52),←,
11,"Curley, Todd",25y 198d,49 (24-1-24 50.00%),29 (0.59),46 (22-1-23 48.91%),28 (0.61)
14,"Darcy, Luke",23y 19d,65 (34-1-30 53.08%),49 (0.75),←,
21,"Dent, Matthew",26y 195d,82 (28-0-54 34.15%),17 (0.21),35 (24-0-11 68.57%),8 (0.23)
28,"Dimattina, Paul",23y 251d,42 (26-0-16 61.90%),15 (0.36),←,
4,"Garlick, Simon",23y 112d,62 (37-0-25 59.68%),34 (0.55),18 (13-0-5 72.22%),7 (0.39)
3,"Grant, Chris",25y 230d,183 (97-3-83 53.83%),345 (1.89),←,
6,"Johnson, Brad",22y 13d,94 (47-2-45 51.06%),71 (0.76),←,
2,"Kolyniuk, Steven",28y 26d,155 (81-1-73 52.58%),169 (1.09),←,
35,"Kretiuk, Steven",26y 27d,92 (54-1-37 59.24%),9 (0.10),←,
27,"Lane, Tyson",21y 340d,17 (8-0-9 47.06%),17 (1.00),←,
23,"Martin, Michael",21y 156d,35 (20-1-14 58.57%),11 (0.31),←,
10,"Montgomery, Brett",25y 60d,31 (22-0-9 70.97%),36 (1.16),←,
29,"Powell, Stephen",21y 327d,8 (5-0-3 62.50%),5 (0.63),←,
36,"Romero, Jose",26y 364d,167 (89-1-77 53.59%),144 (0.86),78 (40-1-37 51.92%),46 (0.59)
5,"Smith, Rohan",25y 61d,117 (63-2-52 54.70%),88 (0.75),←,
25,"Watts, Jason",27y 2d,57 (24-1-32 42.98%),51 (0.89),←,
7,"West, Scott",23y 259d,120 (63-1-56 52.92%),45 (0.38),←,
24,"Wira, Brad",26y 137d,56 (27-1-28 49.11%),4 (0.07),55 (27-1-27 50.00%),4 (0.07)
15,"Wynd, Scott",28y 187d,187 (95-3-89 51.60%),28 (0.15),←,
Totals,Totals,24y 282d,1871 (983-23-865 52.54%),1277 (0.68),,
C,"Wallace, Terry",39y 230d,52 (31-0-21 59.62%),,←,
