Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
8,"Brayshaw, Andrew",19y 178d,24 (10-0-14 41.67%),6 (0.25),←,
5,"Cerra, Adam",19y 210d,28 (12-0-16 42.86%),7 (0.25),←,
33,"Colyer, Travis",27y 254d,94 (47-1-46 50.53%),58 (0.62),7 (4-0-3 57.14%),4 (0.57)
6,"Conca, Reece",26y 266d,111 (62-1-48 56.31%),23 (0.21),7 (4-0-3 57.14%),
7,"Fyfe, Nat",27y 229d,159 (89-1-69 56.29%),134 (0.84),←,
21,"Hamling, Joel",26y 26d,70 (35-0-35 50.00%),,47 (19-0-28 40.43%),
9,"Hill, Bradley",25y 300d,134 (89-0-45 66.42%),76 (0.57),39 (15-0-24 38.46%),18 (0.46)
11,"Hogan, Jesse",24y 82d,77 (35-0-42 45.45%),157 (2.04),6 (3-0-3 50.00%),5 (0.83)
15,"Hughes, Ethan",24y 149d,36 (13-0-23 36.11%),3 (0.08),←,
26,"Langdon, Ed",23y 93d,53 (20-0-33 37.74%),24 (0.45),←,
37,"Lobb, Rory",26y 85d,81 (46-2-33 58.02%),69 (0.85),7 (4-0-3 57.14%),5 (0.71)
3,"Matera, Brandon",27y 55d,124 (41-1-82 33.47%),149 (1.20),23 (10-0-13 43.48%),25 (1.09)
23,"McCarthy, Cam",24y 34d,63 (28-0-35 44.44%),90 (1.43),42 (16-0-26 38.10%),54 (1.29)
16,"Mundy, David",33y 289d,301 (155-1-145 51.66%),132 (0.44),←,
43,"Nyhuis, Ryan",22y 241d,14 (7-0-7 50.00%),5 (0.36),←,
25,"Pearce, Alex",23y 330d,49 (20-0-29 40.82%),3 (0.06),←,
38,"Ryan, Luke",23y 88d,38 (14-0-24 36.84%),3 (0.08),←,
39,"Switkowski, Sam",22y 166d,6 (3-0-3 50.00%),2 (0.33),←,
20,"Taberner, Matthew",25y 322d,69 (33-0-36 47.83%),74 (1.07),←,
18,"Tucker, Darcy",22y 102d,55 (17-0-38 30.91%),23 (0.42),←,
10,"Walters, Michael",28y 118d,136 (70-1-65 51.84%),235 (1.73),←,
14,"Wilson, Nathan",26y 118d,105 (51-2-52 49.52%),17 (0.16),28 (11-0-17 39.29%),1 (0.04)
Totals,Totals,25y 20d,1827 (897-10-920 49.10%),1290 (0.71),,
C,"Lyon, Ross",52y 178d,291 (167-5-119 58.25%),,170 (91-1-78 53.82%),
