Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",26y 329d,143 (81-3-59 57.69%),118 (0.83),←,
5,"Buckley, Nathan",22y 25d,40 (16-0-24 40.00%),40 (1.00),20 (12-0-8 60.00%),19 (0.95)
28,"Crosisca, Gavin",25y 339d,137 (84-3-50 62.41%),47 (0.34),←,
2,"Francis, Tony",25y 141d,91 (56-2-33 62.64%),60 (0.66),←,
15,"Hassall, Jon",21y 6d,20 (12-0-8 60.00%),5 (0.25),←,
31,"Hotton, Trent",20y 262d,4 (3-0-1 75.00%),3 (0.75),←,
11,"Houlihan, Damian",19y 21d,10 (6-0-4 60.00%),6 (0.60),←,
8,"James, Brett",21y 248d,16 (9-0-7 56.25%),15 (0.94),←,
23,"Kelly, Craig",28y 65d,92 (57-2-33 63.04%),43 (0.47),←,
44,"Kerrison, Shane",29y 145d,133 (80-2-51 60.90%),14 (0.11),←,
12,"McCartney, Jason",20y 159d,35 (20-0-15 57.14%),25 (0.71),←,
34,"McGuane, Mick",26y 234d,131 (81-2-48 62.60%),109 (0.83),←,
1,"Monkhorst, Damian",24y 364d,116 (73-2-41 63.79%),27 (0.23),←,
4,"Pert, Gary",29y 84d,214 (112-0-102 52.34%),45 (0.21),51 (35-0-16 68.63%),3 (0.06)
29,"Russell, Scott",24y 105d,104 (65-2-37 63.46%),68 (0.65),←,
30,"Sharkey, Paul",20y 73d,7 (5-0-2 71.43%),,←,
22,"Shaw, Tony",34y 28d,310 (177-3-130 57.58%),156 (0.50),←,
14,"Watson, Shane",20y 184d,50 (29-0-21 58.00%),41 (0.82),←,
10,"Williams, Paul",21y 139d,67 (40-0-27 59.70%),72 (1.07),←,
20,"Woods, Tony",25y 49d,29 (16-0-13 55.17%),9 (0.31),16 (10-0-6 62.50%),5 (0.31)
19,"Wright, Graham",26y 75d,130 (86-2-42 66.92%),90 (0.69),←,
Totals,Totals,24y 164d,1879 (1108-23-748 58.97%),993 (0.53),,
C,"Matthews, Leigh",42y 172d,199 (117-3-79 59.55%),,←,
