Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Allan, Matthew",8,6,3,11,1,1.0,19.0,,1.0,2.0,,,,2.0,,3.0,8.0,1.0,2.0,2.0,,,
10,"Backwell, Brett",7,2,2,9,,,,1.0,,3.0,3.0,4.0,1.0,4.0,,7.0,3.0,,,2.0,,,
29,"Beaumont, Simon",9,1,6,15,,,,2.0,2.0,3.0,,1.0,1.0,2.0,,9.0,8.0,,,2.0,,,
40,"Bourke, Tony",2,,4,6,,,15.0,,,1.0,2.0,,,,,3.0,2.0,,,,,,
21,"Bradley, Craig",12,3,6,18,1,,,4.0,3.0,5.0,7.0,3.0,3.0,3.0,,8.0,14.0,,,3.0,,,
16,"Camporeale, Scott",22,6,13,35,1,1.0,,2.0,2.0,7.0,6.0,5.0,3.0,1.0,3.0,14.0,20.0,,,,1.0,,
39,"Christou, Ang",12,3,4,16,,,,,1.0,4.0,1.0,1.0,1.0,,,6.0,10.0,,,1.0,,,
52,"Culpitt, Heath",2,,2,4,1,,,,,1.0,,,,1.0,,2.0,2.0,,,,,,
34,"De Iulio, Ron",8,3,1,9,,,,,,5.0,1.0,1.0,,,,2.0,9.0,,,,,,
45,"Franchina, Anthony",14,4,1,15,,,,,6.0,,1.0,1.0,1.0,1.0,,8.0,9.0,2.0,,1.0,,,
36,"Hamill, Aaron",9,7,2,11,2,,,,,,1.0,2.0,,1.0,,5.0,7.0,3.0,5.0,1.0,,,
9,"Hickmott, Adrian",,,4,4,,,,,,,,,,1.0,,4.0,,,,1.0,,,
27,"Hulme, Darren",7,3,9,16,3,,,2.0,,2.0,7.0,2.0,,3.0,,8.0,12.0,,,2.0,,,
43,"Koutoufides, Anthony",13,3,5,18,,,,,1.0,,1.0,2.0,1.0,,,8.0,9.0,1.0,,1.0,,,
12,"Lappin, Matthew",12,9,8,20,3,1.0,,1.0,,8.0,,,1.0,,,8.0,12.0,2.0,2.0,,,,
22,"Manton, Glenn",4,3,5,9,,,,1.0,2.0,,2.0,2.0,1.0,,,6.0,2.0,1.0,,2.0,,,
5,"McKay, Andrew",13,11,4,17,,,,1.0,7.0,,,2.0,,,,4.0,15.0,2.0,,,1.0,,
7,"Ratten, Brett",15,1,10,25,3,,,6.0,1.0,2.0,9.0,5.0,,2.0,1.0,16.0,9.0,,1.0,1.0,,,
23,"Rice, Dean",13,3,2,15,,,,2.0,5.0,1.0,2.0,2.0,,2.0,,7.0,9.0,,,1.0,,,
14,"Sexton, Michael",16,7,10,26,1,,1.0,1.0,3.0,4.0,5.0,1.0,1.0,,2.0,10.0,16.0,,1.0,,,,
30,"White, Adam",8,8,4,12,1,2.0,,,,3.0,,1.0,,,,2.0,10.0,1.0,3.0,,,,
8,"Whitnall, Lance",9,6,2,11,2,,1.0,,,1.0,,2.0,1.0,,,3.0,8.0,1.0,4.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,89,107,322,19,7.0,36.0,23.0,34.0,52.0,48.0,37.0,15.0,23.0,6.0,143.0,194.0,14.0,18.0,20.0,2.0,,
Opposition,Opposition,191,73,97,288,14,8.0,39.0,23.0,32.0,53.0,38.0,32.0,23.0,15.0,,124.0,167.0,7.0,9.0,20.0,7.0,,
