Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
46,"Blicavs, Mark",7,6,11,18,,,8.0,3.0,4.0,1.0,,3.0,,3.0,,5.0,13.0,1.0,,4.0,,,69.0
5,"Cockatoo, Nakia",8,1,2,10,,2.0,,7.0,,3.0,1.0,2.0,,,,3.0,7.0,,,,1.0,,69.0
35,"Dangerfield, Patrick",16,2,15,31,3,3.0,,7.0,1.0,6.0,7.0,5.0,4.0,2.0,2.0,18.0,14.0,1.0,1.0,1.0,,,84.0
22,"Duncan, Mitch",10,6,14,24,,,,5.0,5.0,1.0,3.0,1.0,1.0,,,7.0,17.0,,,,,,79.0
29,"Guthrie, Cameron",10,4,10,20,,,,1.0,2.0,3.0,1.0,4.0,1.0,2.0,,4.0,17.0,,,3.0,3.0,,76.0
26,"Hawkins, Tom",7,2,3,10,2,2.0,,4.0,,,,5.0,1.0,5.0,,6.0,5.0,,2.0,2.0,,,90.0
25,"Henderson, Lachie",11,4,6,17,,,,2.0,2.0,1.0,1.0,2.0,4.0,,,10.0,8.0,,1.0,6.0,,,86.0
8,"Kolodjashnij, Jake",6,1,9,15,,,,3.0,,,,1.0,1.0,1.0,,10.0,4.0,,,7.0,,,89.0
11,"Lang, Darcy",7,2,8,15,,1.0,,3.0,1.0,3.0,,1.0,,,,1.0,14.0,,,,,,73.0
13,"Lonergan, Tom",7,5,6,13,,1.0,,2.0,,1.0,,,,,,2.0,11.0,1.0,1.0,5.0,,,93.0
4,"Mackie, Andrew",18,9,9,27,,,,3.0,3.0,2.0,1.0,1.0,2.0,,,8.0,18.0,,1.0,4.0,,,90.0
27,"Menegola, Sam",9,5,15,24,,1.0,,4.0,3.0,2.0,4.0,3.0,,1.0,,15.0,9.0,,1.0,1.0,,1.0,86.0
10,"Menzel, Daniel",6,2,2,8,3,,,,,1.0,,,,,,2.0,5.0,,,,,1.0,87.0
32,"Motlop, Steven",15,5,9,24,1,1.0,,1.0,1.0,5.0,1.0,2.0,,1.0,,2.0,21.0,,2.0,,2.0,,75.0
21,"Murdoch, Jordan",11,3,11,22,,1.0,,3.0,3.0,2.0,3.0,5.0,1.0,2.0,,8.0,16.0,,,1.0,,1.0,69.0
34,"Parsons, James",5,4,9,14,1,,,3.0,,3.0,,2.0,1.0,2.0,,4.0,10.0,,1.0,,,,75.0
14,"Selwood, Joel",10,4,25,35,1,,,4.0,2.0,3.0,10.0,1.0,3.0,,3.0,21.0,15.0,,1.0,2.0,,,81.0
16,"Selwood, Scott",12,7,13,25,,,,10.0,1.0,3.0,2.0,1.0,2.0,,1.0,9.0,16.0,1.0,,1.0,,1.0,71.0
9,"Smith, Zac",6,1,9,15,,1.0,33.0,3.0,3.0,2.0,3.0,,,,,7.0,7.0,1.0,1.0,2.0,,,84.0
44,"Stewart, Tom",16,3,3,19,,,,3.0,,2.0,,7.0,3.0,3.0,,8.0,11.0,1.0,,7.0,1.0,,80.0
7,"Taylor, Harry",10,8,6,16,2,1.0,,5.0,1.0,6.0,1.0,1.0,,,,6.0,10.0,2.0,3.0,3.0,,3.0,97.0
2,"Tuohy, Zach",18,8,9,27,,1.0,,1.0,5.0,2.0,2.0,2.0,,1.0,,7.0,17.0,,,,,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,225,92,204,429,13,18.0,41.0,77.0,37.0,52.0,40.0,49.0,24.0,23.0,6.0,163.0,265.0,8.0,15.0,49.0,7.0,7.0,
Opposition,Opposition,186,60,135,321,10,14.0,50.0,82.0,32.0,51.0,42.0,47.0,23.0,24.0,,131.0,176.0,6.0,10.0,55.0,9.0,7.0,
