Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bateman, Chance",9,3,4,13,1,,,3.0,,8.0,1.0,2.0,2.0,1.0,,5.0,9.0,1.0,,1.0,,,83.0
14,"Birchall, Grant",10,6,6,16,,,,2.0,1.0,2.0,1.0,,,,,2.0,16.0,,,2.0,1.0,,75.0
20,"Boyle, Tim",1,1,5,6,1,,,,,,,2.0,,2.0,,5.0,1.0,,1.0,,,,70.0
30,"Brown, Campbell",12,9,6,18,,,,2.0,5.0,1.0,,1.0,,,,2.0,14.0,,,8.0,3.0,,100.0
39,"Campbell, Robert",5,4,9,14,,,23.0,4.0,3.0,1.0,3.0,5.0,1.0,2.0,,11.0,3.0,3.0,1.0,3.0,,,64.0
9,"Crawford, Shane",13,3,8,21,,,,1.0,1.0,7.0,1.0,3.0,,2.0,,6.0,15.0,,,,,,86.0
24,"Croad, Trent",12,11,6,18,,,,,5.0,3.0,,5.0,2.0,4.0,,3.0,13.0,,,8.0,1.0,1.0,100.0
19,"Dixon, Ben",3,3,1,4,,,,1.0,1.0,,,5.0,,1.0,,1.0,4.0,,2.0,1.0,,,61.0
23,"Franklin, Lance",6,4,6,12,3,3.0,,1.0,,1.0,,8.0,,6.0,,6.0,6.0,2.0,3.0,1.0,,1.0,98.0
27,"Gilham, Stephen",6,4,4,10,,,,2.0,,,1.0,1.0,1.0,,,3.0,7.0,,,4.0,,,88.0
18,"Guerra, Brent",19,4,5,24,1,1.0,,3.0,7.0,3.0,,1.0,,,,2.0,18.0,,,4.0,5.0,,89.0
15,"Hodge, Luke",3,2,5,8,,,2.0,7.0,1.0,1.0,1.0,5.0,,5.0,,3.0,5.0,1.0,,,,,100.0
4,"Ladson, Rick",18,10,9,27,,1.0,,2.0,2.0,3.0,2.0,4.0,2.0,1.0,,5.0,22.0,,,1.0,3.0,,77.0
3,"Lewis, Jordan",17,7,14,31,1,,,3.0,,4.0,4.0,5.0,2.0,1.0,,12.0,20.0,,,2.0,1.0,1.0,89.0
5,"Mitchell, Sam",10,,11,21,,,,2.0,2.0,3.0,4.0,4.0,,1.0,,10.0,12.0,,,4.0,1.0,,93.0
7,"Osborne, Michael",4,4,1,5,,,,,1.0,,,1.0,,1.0,,,6.0,,,1.0,1.0,,71.0
2,"Roughead, Jarryd",5,1,2,7,1,1.0,1.0,2.0,,,,2.0,2.0,,,4.0,3.0,,,,,1.0,92.0
12,"Sewell, Brad",12,8,17,29,,,,7.0,,7.0,6.0,2.0,3.0,1.0,,11.0,18.0,,,4.0,,2.0,91.0
11,"Smith, Joel",5,3,9,14,,,,1.0,1.0,1.0,,2.0,,1.0,,5.0,8.0,,,2.0,,,68.0
13,"Taylor, Simon",3,4,7,10,,,13.0,2.0,,1.0,1.0,2.0,,1.0,,3.0,7.0,,,4.0,,,56.0
21,"Vandenberg, Richard",4,4,5,9,,,,3.0,,2.0,1.0,1.0,,,,1.0,8.0,,,1.0,,,82.0
45,"Young, Clinton",10,7,4,14,,1.0,,3.0,2.0,4.0,1.0,,,,,2.0,12.0,,,1.0,2.0,,67.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,102,144,331,8,12.0,39.0,51.0,32.0,52.0,27.0,61.0,15.0,30.0,,102.0,227.0,7.0,7.0,52.0,18.0,6.0,
Opposition,Opposition,220,105,161,381,14,9.0,38.0,53.0,44.0,49.0,42.0,43.0,30.0,15.0,,127.0,256.0,6.0,7.0,64.0,16.0,8.0,
