Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
19,"Blakely, Connor",21y 86d,26 (10-0-16 38.46%),2 (0.08),←,
17,"Crozier, Hayden",23y 154d,58 (29-0-29 50.00%),39 (0.67),←,
7,"Fyfe, Nat",25y 251d,127 (78-1-48 61.81%),111 (0.87),←,
28,"Grey, Brady",21y 311d,11 (6-0-5 54.55%),6 (0.55),←,
12,"Griffin, Jonathon",31y 133d,93 (43-0-50 46.24%),33 (0.35),52 (22-0-30 42.31%),26 (0.50)
21,"Hamling, Joel",24y 48d,33 (22-0-11 66.67%),,10 (6-0-4 60.00%),
9,"Hill, Bradley",23y 322d,105 (80-0-25 76.19%),65 (0.62),10 (6-0-4 60.00%),7 (0.70)
32,"Hill, Stephen",27y 26d,179 (97-0-82 54.19%),106 (0.59),←,
15,"Hughes, Ethan",22y 171d,14 (6-0-8 42.86%),,←,
5,"Ibbotson, Garrick",29y 73d,177 (88-1-88 50.00%),22 (0.12),←,
37,"Johnson, Michael",32y 219d,219 (121-1-97 55.48%),65 (0.30),←,
22,"Kersten, Shane",24y 73d,47 (34-0-13 72.34%),54 (1.15),10 (6-0-4 60.00%),13 (1.30)
23,"McCarthy, Cam",22y 56d,31 (18-0-13 58.06%),50 (1.61),10 (6-0-4 60.00%),14 (1.40)
16,"Mundy, David",31y 311d,261 (142-1-118 54.60%),106 (0.41),←,
27,"Neale, Lachie",24y 3d,102 (55-0-47 53.92%),52 (0.51),←,
6,"Pearce, Danyle",31y 50d,253 (117-2-134 46.64%),126 (0.50),99 (58-1-40 59.09%),50 (0.51)
34,"Spurr, Lee",29y 304d,114 (72-1-41 63.60%),5 (0.04),←,
33,"Sutcliffe, Cam",25y 4d,93 (57-1-35 61.83%),16 (0.17),←,
20,"Taberner, Matthew",23y 344d,49 (25-0-24 51.02%),48 (0.98),←,
18,"Tucker, Darcy",20y 124d,19 (7-0-12 36.84%),5 (0.26),←,
10,"Walters, Michael",26y 140d,104 (59-1-44 57.21%),185 (1.78),←,
14,"Weller, Lachie",21y 93d,35 (12-0-23 34.29%),16 (0.46),←,
Totals,Totals,25y 216d,2150 (1178-9-963 54.79%),1112 (0.52),,
C,"Lyon, Ross",50y 200d,250 (153-5-92 62.20%),,129 (77-1-51 60.08%),
