Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bizzell, Clint",27y 294d,123 (52-1-70 42.68%),79 (0.64),48 (20-0-28 41.67%),7 (0.15)
20,"Broadbridge, Troy",23y 195d,27 (13-0-14 48.15%),2 (0.07),←,
25,"Brown, Nathan",27y 247d,78 (35-0-43 44.87%),22 (0.28),←,
32,"Bruce, Cameron",24y 200d,88 (43-0-45 48.86%),106 (1.20),←,
36,"Davey, Aaron",20y 312d,4 (3-0-1 75.00%),6 (1.50),←,
30,"Godfrey, Simon",23y 182d,50 (21-0-29 42.00%),7 (0.14),←,
18,"Green, Brad",23y 35d,87 (42-0-45 48.28%),137 (1.57),←,
4,"Holland, Ben",26y 343d,129 (65-0-64 50.39%),128 (0.99),4 (3-0-1 75.00%),4 (1.00)
23,"McDonald, James",27y 195d,118 (55-0-63 46.61%),34 (0.29),←,
7,"Miller, Brad",20y 286d,24 (9-0-15 37.50%),3 (0.13),←,
9,"Neitz, David",29y 86d,230 (103-0-127 44.78%),444 (1.93),←,
8,"Nicholson, Alistair",26y 44d,77 (38-0-39 49.35%),3 (0.04),←,
28,"Read, Phillip",24y 180d,77 (36-2-39 48.05%),24 (0.31),3 (3-0-0 100.00%),
43,"Rigoni, Guy",29y 265d,90 (44-0-46 48.89%),29 (0.32),←,
27,"Rivers, Jared",19y 182d,7 (3-0-4 42.86%),,←,
24,"Robertson, Russell",25y 145d,126 (60-0-66 47.62%),191 (1.52),←,
6,"Thompson, Scott",21y 34d,31 (11-0-20 35.48%),12 (0.39),←,
42,"Walsh, Peter",27y 268d,92 (44-0-48 47.83%),24 (0.26),←,
31,"Wheatley, Paul",23y 5d,55 (30-0-25 54.55%),22 (0.40),←,
45,"Whelan, Matthew",24y 156d,72 (32-0-40 44.44%),9 (0.13),←,
34,"White, Jeff",27y 58d,165 (78-0-87 47.27%),73 (0.44),133 (65-0-68 48.87%),55 (0.41)
13,"Yze, Adem",26y 209d,191 (83-0-108 43.46%),138 (0.72),←,
Totals,Totals,25y 12d,1941 (900-3-1038 46.37%),1493 (0.77),,
C,"Daniher, Neale",43y 62d,144 (69-0-75 47.92%),,←,
