Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",27y 336d,215 (127-2-86 59.53%),286 (1.33),23 (3-0-20 13.04%),24 (1.04)
11,"Bennell, Harley",19y 195d,17 (2-0-15 11.76%),16 (0.94),←,
44,"Bock, Nathan",29y 25d,135 (63-0-72 46.67%),61 (0.45),22 (3-0-19 13.64%),4 (0.18)
3,"Brennan, Jared",27y 261d,144 (58-3-83 41.32%),87 (0.60),25 (3-0-22 12.00%),12 (0.48)
28,"Caddy, Josh",19y 199d,5 (0-0-5 0.00%),4 (0.80),←,
12,"Day, Sam",19y 221d,8 (1-0-7 12.50%),2 (0.25),←,
17,"Fraser, Josh",30y 100d,217 (112-1-104 51.84%),168 (0.77),17 (2-0-15 11.76%),12 (0.71)
33,"Hall, Aaron",21y 157d,3 (0-0-3 0.00%),2 (0.67),←,
5,"Harbrow, Jarrod",23y 271d,95 (43-1-51 45.79%),24 (0.25),25 (3-0-22 12.00%),3 (0.12)
7,"Hunt, Karmichael",25y 149d,19 (2-0-17 10.53%),1 (0.05),←,
19,"Lynch, Tom",19y 166d,16 (2-0-14 12.50%),15 (0.94),←,
32,"Matera, Brandon",20y 34d,15 (2-0-13 13.33%),17 (1.13),←,
18,"McKenzie, Trent",20y 11d,23 (3-0-20 13.04%),13 (0.57),←,
41,"Prestia, Dion",19y 185d,20 (1-0-19 5.00%),2 (0.10),←,
35,"Rischitelli, Michael",26y 97d,135 (52-3-80 39.63%),58 (0.43),24 (3-0-21 12.50%),11 (0.46)
8,"Russell, Luke",20y 81d,14 (1-0-13 7.14%),7 (0.50),←,
26,"Shaw, Matt",20y 69d,17 (2-0-15 11.76%),8 (0.47),←,
2,"Smith, Zac",22y 52d,23 (3-0-20 13.04%),15 (0.65),←,
24,"Swallow, David",19y 147d,24 (3-0-21 12.50%),12 (0.50),←,
48,"Tape, Seb",19y 252d,15 (1-0-14 6.67%),,←,
14,"Warnock, Matthew",28y 11d,58 (11-1-46 19.83%),1 (0.02),3 (0-0-3 0.00%),
4,"Weller, Maverick",20y 61d,17 (1-0-16 5.88%),2 (0.12),←,
Totals,Totals,22y 256d,1235 (490-11-734 39.68%),801 (0.65),,
C,"McKenna, Guy",42y 339d,25 (3-0-22 12.00%),,←,
