Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Baker, Liam",9,3,7,16,1,1.0,,1.0,,2.0,,2.0,1.0,1.0,,7.0,9.0,,1.0,2.0,1.0,1.0,78.0
21,"Balta, Noah",15,6,2,17,,,,3.0,8.0,2.0,,2.0,3.0,1.0,1.0,7.0,6.0,4.0,,6.0,2.0,,97.0
41,"Banks, Sam",6,2,4,10,,,,1.0,3.0,1.0,1.0,,,,,2.0,7.0,,,2.0,,,74.0
29,"Bolton, Shai",13,5,10,23,2,4.0,,3.0,,3.0,1.0,1.0,,1.0,3.0,4.0,19.0,1.0,2.0,1.0,1.0,1.0,85.0
35,"Broad, Nathan",3,3,5,8,,,,,,,,3.0,,2.0,,1.0,8.0,,,,,,83.0
9,"Cotchin, Trent",5,1,16,21,,,,2.0,,1.0,4.0,2.0,1.0,1.0,,13.0,8.0,,,1.0,,,67.0
34,"Graham, Jack",8,,6,14,,,,2.0,1.0,6.0,1.0,,,,,6.0,9.0,,,,,1.0,79.0
2,"Grimes, Dylan",2,1,7,9,,,,2.0,1.0,,1.0,1.0,,,,9.0,1.0,,,5.0,,,82.0
22,"Hopper, Jacob",9,2,16,25,,,,7.0,4.0,3.0,7.0,2.0,1.0,,,7.0,18.0,,,1.0,1.0,2.0,76.0
4,"Martin, Dustin",13,8,10,23,2,2.0,,,,6.0,4.0,4.0,,1.0,2.0,9.0,15.0,2.0,4.0,3.0,1.0,2.0,88.0
33,"McIntosh, Kamdyn",6,4,2,8,1,1.0,,4.0,2.0,,,2.0,,,,3.0,5.0,,2.0,2.0,,,84.0
46,"Miller, Ben",3,1,1,4,1,,18.0,1.0,,1.0,,2.0,2.0,,,2.0,4.0,,,2.0,,,73.0
50,"Pickett, Marlion",8,6,9,17,2,,,1.0,,3.0,,7.0,1.0,2.0,,8.0,11.0,1.0,2.0,3.0,,,76.0
3,"Prestia, Dion",11,,10,21,1,,,3.0,3.0,7.0,4.0,1.0,1.0,,,7.0,13.0,,,1.0,,1.0,83.0
13 ↑,"Ralphsmith, Hugo",3,1,,3,,,,,,,,2.0,,1.0,,,4.0,,,,,,21.0
8,"Riewoldt, Jack",10,9,2,12,1,1.0,,3.0,,,,1.0,,,,7.0,6.0,3.0,7.0,1.0,,,90.0
17,"Rioli, Daniel",17,3,14,31,,,,2.0,4.0,5.0,3.0,3.0,1.0,,,5.0,22.0,,,,2.0,,82.0
10 ↓,"Rioli, Maurice",4,3,2,6,,1.0,,,,,,1.0,,1.0,,1.0,5.0,,,,,1.0,59.0
5,"Ross, Jack",6,5,9,15,1,,,,2.0,2.0,,1.0,,,,3.0,12.0,,1.0,,,1.0,79.0
20,"Soldo, Ivan",7,5,4,11,1,1.0,41.0,5.0,2.0,2.0,4.0,2.0,1.0,2.0,,6.0,5.0,1.0,2.0,1.0,,1.0,75.0
14,"Taranto, Tim",13,3,14,27,1,,,8.0,2.0,5.0,8.0,3.0,,1.0,,12.0,14.0,,1.0,,,,87.0
1,"Vlastuin, Nick",11,3,4,15,,,,4.0,6.0,1.0,,4.0,,1.0,,2.0,7.0,,,1.0,,,93.0
45,"Young, Tylar",9,2,,9,,,,1.0,4.0,1.0,,4.0,,,,3.0,6.0,,,5.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,76,154,345,14,14.0,59.0,53.0,42.0,51.0,38.0,50.0,12.0,15.0,6.0,124.0,214.0,12.0,22.0,37.0,8.0,11.0,
Opposition,Opposition,195,80,144,339,8,12.0,26.0,55.0,35.0,50.0,41.0,48.0,15.0,12.0,,126.0,214.0,10.0,12.0,42.0,5.0,4.0,
