Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
22,"Bower, Nathan",21y 4d,12 (4-0-8 33.33%),8 (0.67),←,
21,"Bulluss, Paul",23y 140d,10 (4-0-6 40.00%),3 (0.30),←,
9,"Campbell, Wayne",20y 262d,43 (14-0-29 32.56%),31 (0.72),←,
44,"Daffy, Nick",20y 32d,5 (2-0-3 40.00%),,←,
30,"Free, Tony",23y 350d,99 (31-0-68 31.31%),30 (0.30),←,
25,"Gale, Brendon",24y 329d,69 (22-0-47 31.88%),59 (0.86),←,
36,"Herman, Ian",27y 244d,61 (30-1-30 50.00%),45 (0.74),13 (3-0-10 23.08%),6 (0.46)
11,"Hernaman, Wayne",21y 28d,10 (4-0-6 40.00%),6 (0.60),←,
34,"Hogg, Jeff",26y 240d,134 (41-0-93 30.60%),282 (2.10),←,
31,"Howat, John",22y 332d,30 (14-0-16 46.67%),10 (0.33),10 (4-0-6 40.00%),
48,"Kellaway, Duncan",20y 115d,5 (3-0-2 60.00%),,←,
33,"Knights, Matthew",22y 250d,99 (30-0-69 30.30%),72 (0.73),←,
4,"Lambert, Craig",24y 250d,113 (33-0-80 29.20%),52 (0.46),←,
5,"Lennon, Bruce",22y 193d,21 (6-0-15 28.57%),3 (0.14),←,
26,"Leys, Brian",25y 125d,93 (31-0-62 33.33%),17 (0.18),←,
6,"Naish, Chris",21y 258d,56 (16-0-40 28.57%),83 (1.48),←,
12,"Richardson, Matthew",18y 85d,5 (3-0-2 60.00%),10 (2.00),←,
24,"Schaefer, Robert",21y 118d,9 (4-0-5 44.44%),3 (0.33),←,
3,"Weightman, Dale",33y 252d,269 (118-2-149 44.24%),344 (1.28),←,
20,"Young, Barry",22y 351d,48 (19-0-29 39.58%),23 (0.48),←,
Totals,Totals,23y 107d,1191 (429-3-759 36.02%),1081 (0.91),,
C,"Northey, John",49y 348d,199 (100-1-98 50.50%),,10 (4-0-6 40.00%),
