Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Akermanis, Jason",2,,,2,2,,,,,,,,,,,,,,,,,,
10,"Ashcroft, Marcus",11,5,8,19,,1.0,,1.0,,,,,,3.0,,,,,,,,,
30,"Bourke, Damian",2,,1,3,,,7.0,,,,,,2.0,5.0,,,,,,,,,
1,"Champion, Richard",10,2,2,12,,,,,,,,,2.0,,,,,,,,,,
16,"Clarke, Matthew",3,2,11,14,,,8.0,2.0,,,,,2.0,3.0,,,,,,,,,
20,"Craven, Danny",3,,3,6,,,,2.0,,,,,1.0,2.0,,,,,,,,,
6,"Fletcher, Adrian",20,5,13,33,1,,,8.0,,,,,4.0,,2.0,,,,,,,,
8,"Gowers, Andrew",8,3,4,12,,,1.0,,,,,,2.0,2.0,,,,,,,,,
32,"Hart, Shaun",10,1,11,21,1,1.0,,7.0,,,,,1.0,,,,,,,,,,
18,"Lambert, Craig",3,,10,13,,,,2.0,,,,,,,,,,,,,,,
44,"Lappin, Nigel",11,4,1,12,1,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
34,"Lawrence, Steven",9,4,8,17,,1.0,,2.0,,,,,,,,,,,,,,,
23,"Leppitsch, Justin",8,8,4,12,,,,3.0,,,,,,,,,,,,,,,
2,"McAdam, Gilbert",13,1,8,21,,2.0,,1.0,,,,,,1.0,,,,,,,,,
7,"McIvor, Scott",6,3,2,8,2,,2.0,1.0,,,,,,1.0,,,,,,,,,
19,"McLean, Michael",5,,1,6,,,,2.0,,,,,,,,,,,,,,,
4,"McRae, Craig",8,2,4,12,,2.0,,,,,,,1.0,,,,,,,,,,
38,"Scott, Dion",6,3,1,7,2,2.0,,1.0,,,,,1.0,,,,,,,,,,
9,"Starcevich, Craig",1,,2,3,,1.0,,1.0,,,,,,,,,,,,,,,
3,"Voss, Michael",10,6,7,17,1,,,4.0,,,,,,,,,,,,,,,
33,"White, Darryl",3,1,3,6,,,,2.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,152,50,104,256,10,15.0,18.0,42.0,,,,,18.0,20.0,2.0,,,,,,,,
Opposition,Opposition,184,85,100,284,12,10.0,19.0,20.0,,,,,20.0,18.0,4.0,,,,,,,,
