Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
9,"Anthony, John",21y 223d,33 (22-0-11 66.67%),73 (2.21),←,
17,"Beams, Dayne",19y 199d,16 (11-0-5 68.75%),14 (0.88),←,
32,"Cloke, Travis",22y 178d,97 (55-0-42 56.70%),116 (1.20),←,
1,"Davis, Leon",28y 74d,181 (93-0-88 51.38%),235 (1.30),←,
33,"Dick, Brad",21y 36d,20 (15-0-5 75.00%),24 (1.20),←,
4,"Didak, Alan",26y 196d,155 (89-0-66 57.42%),214 (1.38),←,
25,"Fraser, Josh",27y 237d,190 (104-0-86 54.74%),151 (0.79),←,
6,"Goldsack, Tyson",22y 100d,43 (24-0-19 55.81%),5 (0.12),←,
26,"Johnson, Ben",28y 147d,182 (97-0-85 53.30%),52 (0.29),←,
24,"Lockyer, Tarkyn",29y 304d,213 (107-0-106 50.23%),141 (0.66),←,
8,"Lumumba, Heritier",22y 288d,82 (49-0-33 59.76%),6 (0.07),←,
5,"Maxwell, Nick",26y 88d,115 (65-0-50 56.52%),26 (0.23),←,
3,"McCarthy, John",19y 284d,7 (4-0-3 57.14%),4 (0.57),←,
7,"Medhurst, Paul",27y 262d,156 (84-0-72 53.85%),261 (1.67),57 (34-0-23 59.65%),95 (1.67)
11,"OBree, Shane",30y 168d,237 (122-0-115 51.48%),84 (0.35),218 (113-0-105 51.83%),81 (0.37)
35,"Prestigiacomo, Simon",31y 211d,217 (98-0-119 45.16%),3 (0.01),←,
39,"Shaw, Heath",23y 276d,89 (51-0-38 57.30%),20 (0.22),←,
36,"Swan, Dane",25y 186d,122 (67-0-55 54.92%),76 (0.62),←,
13,"Thomas, Dale",22y 70d,82 (49-0-33 59.76%),66 (0.80),←,
34,"Toovey, Alan",22y 160d,38 (25-0-13 65.79%),6 (0.16),←,
21,"Wellingham, Sharrod",21y 54d,26 (17-0-9 65.38%),9 (0.35),←,
19,"Wood, Cameron",22y 179d,40 (17-0-23 42.50%),10 (0.25),24 (14-0-10 58.33%),10 (0.42)
Totals,Totals,24y 261d,2341 (1265-0-1076 54.04%),1596 (0.68),,
C,"Malthouse, Mick",56y 13d,610 (343-4-263 56.56%),,232 (120-0-112 51.72%),
