St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Burke, Nathan",22,4,8,30,,,,3.0,,,,,1.0,2.0,,,,,,,,,
15,"Coghlan, Frank",13,2,8,21,,,,2.0,,,,,4.0,3.0,,,,,,,,,
14,"Craven, Danny",6,1,7,13,,1.0,,,,,,,1.0,1.0,,,,,,,,,
2,"Frawley, Danny",9,,2,11,,,,,,,,,3.0,2.0,,,,,,,,,
6,"Grant, David",8,4,2,10,,,,3.0,,,,,2.0,,1.0,,,,,,,,
10,"Harding, Paul",13,3,6,19,,,14.0,1.0,,,,,2.0,1.0,,,,,,,,,
35,"Harvey, Robert",10,3,12,22,1,1.0,,,,,,,,,,,,,,,,,
58,"Hilton, Jeff",14,8,4,18,1,1.0,,3.0,,,,,,1.0,,,,,,,,,
24,"Jeffrey, Russell",11,4,5,16,,,,1.0,,,,,1.0,1.0,,,,,,,,,
9,"Kitschke, Damian",7,5,6,13,,,7.0,1.0,,,,,2.0,,,,,,,,,,
4,"Lockett, Tony",10,8,4,14,7,3.0,,,,,,,,3.0,2.0,,,,,,,,
23,"Loewe, Stewart",15,11,3,18,2,2.0,1.0,2.0,,,,,2.0,3.0,3.0,,,,,,,,
5,"McAdam, Gilbert",7,4,6,13,,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
12,"Morris, Russell",12,3,3,15,,,3.0,,,,,,,1.0,,,,,,,,,
1,"Newport, Stephen",17,3,9,26,,,,,,,,,2.0,1.0,,,,,,,,,
41,"Pekin, Tim",9,5,19,28,,,,3.0,,,,,3.0,,,,,,,,,,
13,"Ralphsmith, Sean",2,1,2,4,,,,,,,,,,,,,,,,,,,
37,"Rice, Dean",16,6,12,28,1,,,1.0,,,,,,,,,,,,,,,
28,"Smith, Rohan",4,3,6,10,,2.0,,,,,,,,,,,,,,,,,
7,"Winmar, Nicky",15,1,7,22,3,,,2.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,79,131,351,15,13.0,25.0,23.0,,,,,26.0,22.0,6.0,,,,,,,,
Opposition,Opposition,186,41,104,290,10,17.0,16.0,19.0,,,,,22.0,26.0,,,,,,,,,
