Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",15,2,6,21,,,,1.0,,,,,,2.0,,,,,,,,,
22,"Bamford, Scott",4,1,3,7,,,,2.0,,,,,,2.0,,,,,,,,,
5,"Barker, John",16,8,4,20,1,,,3.0,,,,,3.0,2.0,,,,,,,,,
1,"Boyd, Brad",10,5,7,17,,,1.0,1.0,,,,,4.0,1.0,,,,,,,,,
30,"Carter, Nick",4,,7,11,,,,,,,,,1.0,1.0,,,,,,,,,
29,"Cassidy, Brad",3,1,1,4,,,,1.0,,,,,2.0,2.0,,,,,,,,,
40,"Clayton, Shane",9,1,4,13,,,,,,,,,1.0,2.0,,,,,,,,,
24,"Cummings, Trent",12,5,7,19,,,,2.0,,,,,,1.0,,,,,,,,,
31,"Dent, Matthew",12,4,8,20,,,,1.0,,,,,,1.0,,,,,,,,,
20,"Dwyer, Mick",4,2,2,6,1,,,,,,,,1.0,,,,,,,,,,
10,"Hogg, Jeff",3,,,3,,,1.0,,,,,,,,,,,,,,,,
2,"Johnson, Chris",10,1,8,18,,1.0,,5.0,,,,,2.0,,,,,,,,,,
25,"McCarthy, John",8,4,9,17,,1.0,,1.0,,,,,,2.0,,,,,,,,,
3,"Mellington, Anthony",4,1,3,7,,2.0,1.0,,,,,,2.0,,,,,,,,,,
7,"Molloy, Jarrod",6,4,6,12,1,,,4.0,,,,,3.0,4.0,,,,,,,,,
34,"Morton, Danny",9,2,10,19,1,,,1.0,,,,,1.0,,,,,,,,,,
4,"Paxman, Stephen",8,3,3,11,,,,5.0,,,,,1.0,2.0,,,,,,,,,
8,"Pike, Martin",9,3,,9,2,2.0,,1.0,,,,,,1.0,,,,,,,,,
12,"Primus, Matthew",12,2,4,16,,,17.0,2.0,,,,,3.0,3.0,,,,,,,,,
9,"Ramsey, Jason",,,,,,,,,,,,,,,,,,,,,,,
37,"Rombotis, John",11,2,4,15,1,1.0,,4.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,51,96,265,7,10.0,20.0,34.0,,,,,25.0,26.0,,,,,,,,,
Opposition,Opposition,203,53,135,338,17,16.0,16.0,38.0,,,,,26.0,25.0,6.0,,,,,,,,
