Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",4,3,,4,1,,,,,1.0,1.0,1.0,,1.0,,2.0,3.0,2.0,,2.0,,,
11,"Archer, Glenn",13,4,4,17,,,,2.0,3.0,3.0,2.0,1.0,1.0,3.0,,6.0,11.0,1.0,,1.0,,,
26,"Bell, Peter",18,4,8,26,3,,,2.0,2.0,2.0,5.0,2.0,1.0,,,10.0,15.0,,2.0,2.0,1.0,,
12,"Blakey, John",7,,3,10,,,,2.0,1.0,,,,2.0,2.0,,6.0,1.0,,,1.0,,,
22,"Burton, Matthew",4,3,3,7,1,,17.0,1.0,,,1.0,,1.0,,,3.0,3.0,1.0,1.0,2.0,,,
16,"Capuano, Mathew",10,9,4,14,1,2.0,10.0,1.0,,1.0,1.0,1.0,,2.0,,8.0,6.0,3.0,4.0,,3.0,,
18,"Carey, Wayne",14,4,3,17,1,2.0,,,2.0,5.0,2.0,,,1.0,,6.0,11.0,1.0,1.0,1.0,1.0,,
23,"Clayton, Shane",6,4,4,10,,1.0,,,1.0,2.0,,,1.0,,,3.0,7.0,,,1.0,,,
45,"Cochrane, Stuart",4,1,1,5,,,,,1.0,2.0,,,1.0,,,1.0,4.0,,,2.0,,,
2,"Colbert, Leigh",7,4,2,9,,,,4.0,1.0,1.0,,,1.0,,,2.0,7.0,,1.0,1.0,,,
6,"Grant, Shannon",14,7,9,23,,,,1.0,2.0,4.0,,,,1.0,,9.0,14.0,2.0,,1.0,,,
29,"Harvey, Brent",16,9,4,20,2,2.0,,,1.0,6.0,1.0,1.0,,1.0,,6.0,14.0,,2.0,3.0,3.0,,
34,"King, David",17,4,4,21,,,,4.0,4.0,2.0,2.0,2.0,1.0,1.0,,9.0,11.0,,,2.0,3.0,,
27,"Lange, Adam",2,2,3,5,1,1.0,,1.0,,1.0,,2.0,,,,3.0,2.0,1.0,1.0,,,,
35,"Makepeace, Troy",1,1,1,2,,,,,1.0,,,,,,,1.0,1.0,,,,,,
5,"McCartney, Jason",12,5,1,13,,,,,7.0,1.0,1.0,2.0,1.0,1.0,2.0,8.0,4.0,2.0,,1.0,,,
31,"McKernan, Corey",9,3,3,12,1,,2.0,3.0,,4.0,2.0,2.0,1.0,,,9.0,3.0,1.0,1.0,1.0,2.0,,
44,"Motlop, Shannon",3,2,3,6,,,,2.0,,2.0,,1.0,,,,2.0,4.0,,,,1.0,,
28,"Pickett, Byron",10,7,4,14,,1.0,,3.0,3.0,2.0,,3.0,,1.0,,5.0,9.0,1.0,,5.0,4.0,,
7,"Simpson, Adam",11,1,4,15,,,,4.0,1.0,2.0,6.0,1.0,,,,8.0,8.0,,,2.0,,,
30,"Stephens, Brad",3,2,,3,,,,1.0,,1.0,1.0,,1.0,,,1.0,2.0,,,,,,
10,"Stevens, Anthony",13,9,8,21,,1.0,,5.0,1.0,1.0,1.0,2.0,1.0,2.0,,6.0,15.0,,2.0,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,88,76,274,11,14.0,29.0,36.0,31.0,43.0,26.0,21.0,13.0,16.0,2.0,114.0,155.0,15.0,15.0,30.0,18.0,,
Opposition,Opposition,217,122,105,322,14,14.0,20.0,22.0,28.0,54.0,33.0,29.0,16.0,13.0,4.0,111.0,207.0,14.0,18.0,25.0,8.0,,
