Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bennett, Darren",25y 207d,35 (21-0-14 60.00%),106 (3.03),31 (20-0-11 64.52%),99 (3.19)
4,"Campbell, Tony",22y 356d,61 (29-0-32 47.54%),55 (0.90),←,
25,"Eishold, Simon",23y 131d,51 (36-0-15 70.59%),33 (0.65),←,
21,"Febey, Steven",20y 350d,50 (31-0-19 62.00%),9 (0.18),←,
37,"Flintoff, David",26y 205d,28 (15-0-13 53.57%),20 (0.71),27 (14-0-13 51.85%),20 (0.74)
33,"Healy, Greg",24y 322d,114 (58-0-56 50.88%),140 (1.23),←,
10,"Hughes, Danny",26y 243d,122 (62-0-60 50.82%),21 (0.17),←,
45,"Jackson, Ricky",23y 46d,64 (40-0-24 62.50%),94 (1.47),←,
17,"Lovett, Brett",24y 76d,92 (57-0-35 61.96%),10 (0.11),←,
3,"Lyon, Garry",22y 325d,92 (56-0-36 60.87%),122 (1.33),←,
29,"Obst, Andrew",25y 350d,16 (10-0-6 62.50%),4 (0.25),←,
1,"ODwyer, Steven",24y 197d,71 (44-0-27 61.97%),34 (0.48),←,
41,"Rohde, Peter",25y 258d,74 (50-0-24 67.57%),10 (0.14),28 (16-0-12 57.14%),4 (0.14)
5,"Spalding, Earl",25y 146d,81 (52-0-29 64.20%),41 (0.51),←,
18,"Stretch, Steven",26y 211d,108 (62-0-46 57.41%),34 (0.31),←,
11,"Stynes, Jim",24y 103d,81 (52-0-29 64.20%),69 (0.85),←,
15,"Tingay, Stephen",19y 356d,30 (20-0-10 66.67%),12 (0.40),←,
26,"Viney, Jay",21y 227d,8 (3-0-5 37.50%),3 (0.38),←,
12,"Viney, Todd",24y 127d,51 (30-0-21 58.82%),28 (0.55),←,
8,"Yeats, Graeme",25y 317d,110 (63-0-47 57.27%),30 (0.27),←,
Totals,Totals,24y 100d,1339 (791-0-548 59.07%),875 (0.65),,
C,"Northey, John",47y 36d,137 (70-0-67 51.09%),,115 (64-0-51 55.65%),
