Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",24y 302d,49 (27-0-22 55.10%),70 (1.43),←,
21,"Barlow, Michael",24y 147d,29 (15-0-14 51.72%),20 (0.69),←,
6,"Broughton, Greg",25y 227d,60 (26-0-34 43.33%),10 (0.17),←,
30,"Clarke, Zac",22y 46d,28 (10-0-18 35.71%),13 (0.46),←,
15,"Crowley, Ryan",28y 69d,122 (60-0-62 49.18%),92 (0.75),←,
3,"Dawson, Zac",26y 81d,84 (51-3-30 62.50%),4 (0.05),7 (5-0-2 71.43%),
40,"de Boer, Matt",22y 64d,60 (29-0-31 48.33%),20 (0.33),←,
41,"Duffield, Paul",27y 98d,97 (43-0-54 44.33%),22 (0.23),←,
32,"Hill, Stephen",22y 12d,74 (34-0-40 45.95%),45 (0.61),←,
5,"Ibbotson, Garrick",24y 59d,86 (34-0-52 39.53%),19 (0.22),←,
37,"Johnson, Michael",27y 206d,132 (65-0-67 49.24%),52 (0.39),←,
23,"Mayne, Chris",23y 193d,65 (32-0-33 49.23%),74 (1.14),←,
18,"McPharlin, Luke",30y 164d,195 (96-0-99 49.23%),114 (0.58),183 (88-0-95 48.09%),111 (0.61)
9,"McPhee, Adam",29y 220d,209 (89-1-119 42.82%),110 (0.53),67 (30-0-37 44.78%),27 (0.40)
16,"Mundy, David",26y 298d,147 (71-0-76 48.30%),57 (0.39),←,
13,"Mzungu, Tendai",26y 75d,21 (9-0-12 42.86%),16 (0.76),←,
27,"Neale, Lachie",18y 355d,4 (3-0-1 75.00%),2 (0.50),←,
29,"Pavlich, Matthew",30y 134d,263 (117-0-146 44.49%),500 (1.90),←,
46,"Pearce, Clancee",21y 203d,33 (13-0-20 39.39%),19 (0.58),←,
24,"Roberton, Dylan",20y 327d,29 (17-0-12 58.62%),5 (0.17),←,
31,"Sandilands, Aaron",29y 159d,174 (88-0-86 50.57%),69 (0.40),←,
34,"Spurr, Lee",24y 291d,2 (2-0-0 100.00%),,←,
Totals,Totals,25y 120d,1963 (931-4-1028 47.43%),1333 (0.68),,
C,"Lyon, Ross",45y 187d,128 (81-4-43 64.84%),,7 (5-0-2 71.43%),
