St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",25y 310d,116 (55-0-61 47.41%),29 (0.25),←,
16,"Butler, Dan",28y 34d,138 (77-0-61 55.80%),159 (1.15),93 (46-0-47 49.46%),106 (1.14)
13,"Byrnes, Ryan",23y 65d,57 (30-0-27 52.63%),11 (0.19),←,
11,"Clark, Hunter",25y 103d,92 (41-1-50 45.11%),13 (0.14),←,
23,"Henry, Liam",22y 314d,53 (20-1-32 38.68%),20 (0.38),10 (4-0-6 40.00%),7 (0.70)
1,"Higgins, Jack",25y 110d,115 (65-1-49 56.96%),149 (1.30),72 (35-0-37 48.61%),120 (1.67)
8,"Hill, Bradley",30y 364d,249 (144-0-105 57.83%),102 (0.41),100 (50-0-50 50.00%),23 (0.23)
20,"Howard, Dougal",28y 104d,128 (65-0-63 50.78%),15 (0.12),83 (42-0-41 50.60%),1 (0.01)
19,"Marshall, Rowan",28y 226d,126 (58-0-68 46.03%),60 (0.48),←,
28,"Membrey, Tim",30y 42d,172 (80-2-90 47.09%),279 (1.62),171 (79-2-90 46.78%),279 (1.63)
10,"Owens, Mitch",20y 287d,46 (21-0-25 45.65%),44 (0.96),←,
33,"Paton, Ben",25y 262d,70 (34-0-36 48.57%),4 (0.06),←,
25,"Phillipou, Mattaes",19y 193d,34 (17-0-17 50.00%),18 (0.53),←,
27,"Schoenmaker, Arie",19y 182d,3 (1-0-2 33.33%),,←,
43,"Sharman, Cooper",23y 348d,42 (18-0-24 42.86%),35 (0.83),←,
35,"Sinclair, Jack",29y 146d,180 (79-1-100 44.17%),60 (0.33),←,
9,"Steele, Jack",28y 207d,174 (76-1-97 43.97%),60 (0.34),157 (68-1-88 43.63%),51 (0.32)
7,"Wanganeen-Milera, Nasiah",21y 136d,56 (27-0-29 48.21%),5 (0.09),←,
29,"Webster, Jimmy",31y 9d,158 (64-1-93 40.82%),4 (0.03),←,
44,"Wilkie, Callum",28y 119d,125 (60-0-65 48.00%),1 (0.01),←,
22,"Wilson, Darcy",18y 324d,16 (6-0-10 37.50%),11 (0.69),←,
2,"Windhager, Marcus",21y 52d,52 (24-0-28 46.15%),6 (0.12),←,
32,"Wood, Mason",30y 298d,128 (65-0-63 50.78%),119 (0.93),63 (35-0-28 55.56%),43 (0.68)
Totals,Totals,25y 200d,2330 (1127-8-1195 48.37%),1204 (0.52),,
C,"Lyon, Ross",57y 242d,345 (191-5-149 56.09%),,161 (95-4-62 60.25%),
