North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",22y 69d,57 (24-1-32 42.98%),52 (0.91),←,
44,"Brayshaw, Mark",24y 179d,13 (9-0-4 69.23%),2 (0.15),←,
22,"Bryce, Paul",22y 22d,45 (20-1-24 45.56%),25 (0.56),←,
14,"Buckley, Ben",23y 35d,45 (16-0-29 35.56%),11 (0.24),←,
18,"Carey, Wayne",19y 68d,21 (11-0-10 52.38%),27 (1.29),←,
30,"Chandler, Jeff",24y 144d,25 (14-1-10 58.00%),3 (0.12),←,
27,"Crocker, Darren",23y 130d,62 (28-1-33 45.97%),43 (0.69),←,
6,"Fairley, Ian",25y 319d,100 (47-2-51 48.00%),136 (1.36),←,
31,"Gallagher, Michael",24y 86d,25 (17-1-7 70.00%),19 (0.76),9 (7-0-2 77.78%),2 (0.22)
29,"German, Peter",25y 182d,122 (58-3-61 48.77%),146 (1.20),←,
34,"Hepburn, Mark",21y 339d,52 (24-1-27 47.12%),29 (0.56),←,
9,"Larkin, Matthew",25y 349d,121 (61-3-57 51.65%),110 (0.91),←,
35,"Longmire, John",19y 215d,45 (17-1-27 38.89%),110 (2.44),←,
4,"Martyn, Mick",21y 337d,50 (21-1-28 43.00%),4 (0.08),←,
16,"McCarthy, John",23y 126d,56 (22-1-33 40.18%),52 (0.93),←,
19,"McRae, Dean",21y 264d,60 (25-1-34 42.50%),19 (0.32),←,
3,"Rock, Anthony",19y 308d,15 (6-0-9 40.00%),10 (0.67),←,
36,"Romero, Jose",19y 2d,27 (12-0-15 44.44%),35 (1.30),←,
24,"Sholl, Craig",22y 216d,17 (9-0-8 52.94%),3 (0.18),←,
15,"Smith, Ross",25y 181d,118 (52-2-64 44.92%),24 (0.20),←,
Totals,Totals,22y 288d,1076 (493-20-563 45.82%),860 (0.80),,
C,"Schimmelbusch, Wayne",37y 196d,18 (9-0-9 50.00%),,←,
