St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
16,"Butler, Dan",29y 9d,147 (83-0-64 56.46%),169 (1.15),102 (52-0-50 50.98%),116 (1.14)
13,"Byrnes, Ryan",24y 40d,76 (40-0-36 52.63%),14 (0.18),←,
47,"Caminiti, Anthony",21y 185d,46 (20-0-26 43.48%),37 (0.80),←,
18,"Carroll, Jack",22y 174d,23 (16-0-7 69.57%),5 (0.22),2 (1-0-1 50.00%),
11,"Clark, Hunter",26y 78d,103 (48-1-54 47.09%),14 (0.14),←,
40,"Hall, Max",23y 58d,13 (5-0-8 38.46%),11 (0.85),←,
1,"Higgins, Jack",26y 85d,135 (75-1-59 55.93%),188 (1.39),92 (45-0-47 48.91%),159 (1.73)
8,"Hill, Bradley",31y 338d,268 (154-0-114 57.46%),108 (0.40),119 (60-0-59 50.42%),29 (0.24)
3,"Jones, Zak",30y 89d,159 (81-0-78 50.94%),36 (0.23),69 (32-0-37 46.38%),13 (0.19)
17,"Keeler, Isaac",21y 50d,7 (4-0-3 57.14%),7 (1.00),←,
6,"Macrae, Jack",30y 313d,260 (137-0-123 52.69%),59 (0.23),11 (4-0-7 36.36%),
19,"Marshall, Rowan",29y 200d,146 (68-0-78 46.58%),71 (0.49),←,
10,"Owens, Mitch",21y 261d,65 (31-0-34 47.69%),66 (1.02),←,
43,"Sharman, Cooper",24y 322d,60 (27-0-33 45.00%),64 (1.07),←,
35,"Sinclair, Jack",30y 120d,200 (89-1-110 44.75%),67 (0.34),←,
9,"Steele, Jack",29y 181d,192 (84-1-107 44.01%),68 (0.35),175 (76-1-98 43.71%),59 (0.34)
14,"Stocker, Liam",25y 140d,75 (31-0-44 41.33%),2 (0.03),47 (23-0-24 48.94%),
5,"Travaglia, Tobie",18y 229d,8 (4-0-4 50.00%),2 (0.25),←,
7,"Wanganeen-Milera, Nasiah",22y 110d,76 (37-0-39 48.68%),14 (0.18),←,
29,"Webster, Jimmy",31y 349d,178 (74-1-103 41.85%),4 (0.02),←,
44,"Wilkie, Callum",29y 94d,145 (70-0-75 48.28%),1 (0.01),←,
2,"Windhager, Marcus",22y 27d,65 (29-0-36 44.62%),9 (0.14),←,
32,"Wood, Mason",31y 272d,146 (74-0-72 50.68%),140 (0.96),81 (44-0-37 54.32%),64 (0.79)
Totals,Totals,26y 98d,2593 (1281-5-1307 49.40%),1156 (0.45),,
C,"Lyon, Ross",58y 216d,365 (201-5-159 55.75%),,181 (105-4-72 59.12%),
