Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16 ↑,"Carroll, Jack",6,4,2,8,,,,2.0,,2.0,,7.0,,1.0,,,10.0,,,,,,55.0
5,"Cerra, Adam",20,5,10,30,1,,,4.0,5.0,6.0,7.0,7.0,5.0,1.0,,14.0,17.0,,,1.0,,1.0,82.0
46,"Cottrell, Matthew",7,2,8,15,,,,1.0,,1.0,,3.0,,,,2.0,12.0,,,,,,83.0
9,"Cripps, Patrick",11,6,14,25,1,1.0,,3.0,1.0,5.0,8.0,5.0,3.0,4.0,1.0,15.0,12.0,,2.0,2.0,2.0,1.0,87.0
30,"Curnow, Charlie",8,4,1,9,4,2.0,,,,1.0,,2.0,,,,5.0,6.0,1.0,2.0,4.0,,,98.0
12,"De Koning, Tom",4,4,8,12,,1.0,16.0,3.0,1.0,1.0,1.0,2.0,,1.0,,6.0,6.0,2.0,,3.0,,,80.0
15,"Docherty, Sam",21,6,10,31,,,,3.0,7.0,2.0,,4.0,1.0,,,6.0,19.0,,,2.0,,1.0,89.0
2,"Dow, Paddy",6,3,15,21,,,,5.0,1.0,4.0,5.0,6.0,1.0,2.0,,10.0,13.0,,,1.0,,,65.0
19,"Durdin, Corey",4,1,3,7,1,,,2.0,,2.0,,2.0,,2.0,,3.0,6.0,,,,,1.0,77.0
25,"Fisher, Zac",7,4,10,17,,2.0,,,,1.0,2.0,2.0,1.0,,,7.0,9.0,,1.0,1.0,,,88.0
29,"Hewett, George",13,4,18,31,,,,7.0,1.0,5.0,2.0,2.0,1.0,,,8.0,21.0,,,,,,75.0
3,"Motlop, Jesse",4,1,3,7,1,,,1.0,,1.0,,,,,,,5.0,,,,,,74.0
24,"Newman, Nic",9,2,11,20,,,,2.0,7.0,1.0,1.0,3.0,2.0,,,6.0,13.0,,,8.0,,,85.0
32,"Newnes, Jack",9,4,6,15,,,,4.0,2.0,1.0,,3.0,1.0,2.0,,5.0,10.0,,,1.0,,,78.0
4,"OBrien, Lochie",12,3,9,21,,,,,1.0,2.0,1.0,1.0,1.0,,,4.0,17.0,,,1.0,,,81.0
44,"Owies, Matthew",7,5,2,9,2,,,4.0,,4.0,,2.0,1.0,1.0,,3.0,6.0,1.0,2.0,1.0,,,78.0
20,"Plowman, Lachie",5,5,9,14,,,,2.0,1.0,,,1.0,1.0,,,8.0,8.0,1.0,,8.0,,,91.0
42,"Saad, Adam",17,5,10,27,,,,,3.0,5.0,,3.0,,1.0,,8.0,12.0,2.0,,3.0,3.0,1.0,84.0
1,"Silvagni, Jack",7,8,9,16,,1.0,3.0,3.0,,2.0,2.0,3.0,2.0,3.0,,9.0,9.0,2.0,2.0,2.0,,1.0,84.0
13,"Stocker, Liam",11,3,1,12,,,,1.0,2.0,1.0,,2.0,1.0,,,3.0,7.0,,,4.0,,1.0,76.0
18,"Walsh, Sam",19,5,16,35,1,,,3.0,4.0,7.0,4.0,6.0,1.0,1.0,3.0,13.0,23.0,,,,,,77.0
23 ↓,"Weitering, Jacob",2,2,,2,,,,,2.0,,,,,,,1.0,1.0,1.0,,2.0,,,12.0
33,"Young, Lewis",1,,4,5,,,,,1.0,2.0,,1.0,2.0,1.0,,4.0,2.0,,,12.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,86,179,389,11,9.0,19.0,50.0,39.0,56.0,33.0,67.0,24.0,20.0,4.0,140.0,244.0,10.0,9.0,56.0,5.0,7.0,
Opposition,Opposition,213,95,120,333,11,13.0,37.0,55.0,44.0,51.0,28.0,62.0,20.0,24.0,2.0,135.0,196.0,17.0,18.0,52.0,10.0,9.0,
