North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Leigh",7,4,3,10,,,,4.0,1.0,2.0,1.0,3.0,1.0,2.0,,3.0,8.0,,,1.0,,1.0,84.0
4,"Anthony, Liam",5,3,7,12,,,,4.0,,1.0,2.0,1.0,,,,5.0,7.0,,,1.0,,,77.0
18,"Atley, Shaun",12,5,8,20,,,,,3.0,1.0,,3.0,1.0,3.0,,7.0,14.0,,,2.0,,,90.0
3,"Bastinac, Ryan",15,7,13,28,,,,4.0,,4.0,6.0,3.0,,,,14.0,14.0,,,,,1.0,92.0
35,"Black, Aaron",5,4,6,11,1,,,3.0,,1.0,,2.0,1.0,2.0,,6.0,5.0,,1.0,1.0,,,96.0
11,"Firrito, Michael",10,3,4,14,,,,4.0,4.0,1.0,,3.0,3.0,1.0,,4.0,8.0,,,2.0,,,89.0
43,"Gibson, Sam",8,4,16,24,,,,3.0,,2.0,1.0,2.0,1.0,,,5.0,20.0,,1.0,1.0,,,82.0
22,"Goldstein, Todd",3,3,6,9,,,46.0,3.0,,,1.0,1.0,1.0,1.0,,6.0,3.0,1.0,,1.0,,,90.0
24,"Greenwood, Levi",9,3,12,21,,,,8.0,1.0,,2.0,,,,,8.0,12.0,,,2.0,,,69.0
17,"Grima, Nathan",11,5,8,19,,,,5.0,3.0,1.0,,2.0,,1.0,,9.0,11.0,,,12.0,,,93.0
6,"Hansen, Lachlan",11,11,7,18,,,,5.0,3.0,2.0,,1.0,,1.0,,5.0,13.0,2.0,,3.0,,,87.0
29,"Harvey, Brent",5,6,6,11,1,,,2.0,,2.0,,2.0,2.0,1.0,,4.0,8.0,1.0,1.0,,,,89.0
26,"Hine, Taylor",6,,5,11,,,,6.0,1.0,3.0,,1.0,,,,3.0,8.0,,,3.0,,,73.0
34,"Macmillan, Jamie",13,5,8,21,1,,,2.0,3.0,2.0,4.0,,3.0,,,9.0,13.0,,,,,,84.0
2 ↑,"McKenzie, Brad",10,5,2,12,,,,1.0,1.0,5.0,,2.0,1.0,,,1.0,11.0,,,,,1.0,30.0
41,"Mullett, Aaron",13,5,3,16,1,,,,4.0,1.0,,3.0,,1.0,,4.0,11.0,,,3.0,,,79.0
20,"Petrie, Drew",8,2,4,12,,,6.0,5.0,1.0,1.0,2.0,2.0,3.0,,,5.0,7.0,,,2.0,,,100.0
9,"Swallow, Andrew",22,4,11,33,,1.0,,8.0,5.0,3.0,8.0,6.0,2.0,2.0,,17.0,15.0,,,,,,79.0
12 ↓,"Thomas, Lindsay",2,2,2,4,,,,2.0,,,,1.0,,,,2.0,2.0,,2.0,,,,56.0
16,"Thompson, Scott",8,2,8,16,,,,4.0,4.0,2.0,1.0,5.0,1.0,3.0,,10.0,6.0,1.0,,4.0,,,91.0
8,"Wells, Daniel",10,3,5,15,,1.0,,7.0,1.0,1.0,3.0,3.0,1.0,1.0,,7.0,7.0,,1.0,,,,88.0
19,"Wright, Sam",4,1,6,10,,1.0,,2.0,,1.0,1.0,3.0,,1.0,,5.0,5.0,,,1.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,87,150,347,4,5.0,52.0,82.0,35.0,36.0,32.0,49.0,21.0,20.0,,139.0,208.0,5.0,6.0,39.0,,3.0,
Opposition,Opposition,218,91,145,363,10,7.0,39.0,78.0,30.0,47.0,35.0,49.0,20.0,21.0,6.0,146.0,215.0,8.0,11.0,51.0,5.0,6.0,
