Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",21y 344d,31 (17-0-14 54.84%),20 (0.65),←,
1,"Boak, Travis",28y 362d,216 (101-1-114 46.99%),139 (0.64),←,
5,"Broadbent, Matthew",26y 362d,161 (72-1-88 45.03%),52 (0.32),←,
33,"Byrne-Jones, Darcy",21y 312d,38 (20-0-18 52.63%),4 (0.11),←,
17,"Clurey, Tom",23y 128d,36 (21-0-15 58.33%),,←,
22,"Dixon, Charlie",26y 309d,101 (38-1-62 38.12%),159 (1.57),36 (19-0-17 52.78%),65 (1.81)
7,"Ebert, Brad",27y 118d,208 (94-1-113 45.43%),107 (0.51),132 (66-1-65 50.38%),74 (0.56)
9,"Gray, Robbie",29y 121d,173 (81-0-92 46.82%),252 (1.46),←,
46,"Gray, Sam",25y 178d,52 (31-0-21 59.62%),31 (0.60),←,
8,"Hartlett, Hamish",26y 349d,143 (66-1-76 46.50%),73 (0.51),←,
36,"Hombsch, Jack",24y 144d,83 (44-0-39 53.01%),,74 (44-0-30 59.46%),
24,"Impey, Jarman",22y 20d,72 (39-0-33 54.17%),33 (0.46),←,
42,"Jonas, Tom",26y 201d,100 (50-1-49 50.50%),1 (0.01),←,
29,"Pittard, Jasper",26y 119d,111 (59-0-52 53.15%),11 (0.10),←,
21,"Polec, Jared",24y 290d,79 (44-0-35 55.70%),43 (0.54),63 (37-0-26 58.73%),34 (0.54)
2,"Powell-Pepper, Sam",19y 202d,18 (11-0-7 61.11%),15 (0.83),←,
4,"Ryder, Paddy",29y 137d,205 (100-4-101 49.76%),143 (0.70),35 (21-0-14 60.00%),26 (0.74)
12,"Trengove, Jackson",26y 269d,152 (66-1-85 43.75%),30 (0.20),←,
39,"Westhoff, Justin",30y 301d,221 (103-1-117 46.83%),265 (1.20),←,
19,"White, Matt",30y 105d,153 (75-4-74 50.33%),98 (0.64),48 (31-0-17 64.58%),44 (0.92)
16,"Wines, Ollie",22y 295d,102 (56-0-46 54.90%),48 (0.47),←,
11,"Young, Aaron",24y 235d,75 (38-1-36 51.33%),62 (0.83),←,
Totals,Totals,25y 289d,2530 (1226-17-1287 48.46%),1586 (0.63),,
C,"Hinkley, Ken",50y 302d,110 (62-0-48 56.36%),,←,
